00AR               20211111                                                                                   
0601ARC8Y       20220101002450100000005000 0800000030001899   
0601ARC8Y       20220101002455100000005000 0800000030001901   
0601ARC8Y       20220101002460100000005000 0800000030001904   
0601ARC8Y       20220101002465100000005000 0800000030001906   
0601ARC8Y       20220101002470100000005000 0800000030001909   
0601ARC8Y       20220101002475100000005000 0800000030001911   
0601ARC8Y       20220101002480100000005000 0800000030001913   
0601ARC8Y       20220101002485100000005000 0800000030001916   
0601ARC8Y       20220101002490100000005000 0800000030001918   
0601ARC8Y       20220101002495100000005000 0800000030001920   
0601ARC8Y       20220101002500100000500000 0800000030002026   
0601ARC8Y       20220101003000100000500000 0800000030002190   
0601ARC8Y       20220101003500100000500000 0800000030002311   
0601ARC8Y       20220101004000100000500000 0800000030002389   
0601ARC8Y       20220101004500100000500000 0800000030002444   
0601ARC9Y       20220101000000100000115000 0900000030000026   
0601ARC9Y       20220101000115100000005000 0900000030000026   
0601ARC9Y       20220101000120100000005000 0900000030000024   
0601ARC9Y       20220101000125100000005000 0900000030000024   
0601ARC9Y       20220101000130100000005000 0900000030000023   
0601ARC9Y       20220101000135100000005000 0900000030000022   
0601ARC9Y       20220101000140100000005000 0900000030000021   
0601ARC9Y       20220101000145100000005000 0900000030000020   
0601ARC9Y       20220101000150100000005000 0900000030000020   
0601ARC9Y       20220101000155100000005000 0900000030000019   
0601ARC9Y       20220101000160100000005000 0900000030000018   
0601ARC9Y       20220101000165100000005000 0900000030000018   
0601ARC9Y       20220101000170100000005000 0900000030000017   
0601ARC9Y       20220101000175100000005000 0900000030000017   
0601ARC9Y       20220101000180100000005000 0900000030000016   
0601ARC9Y       20220101000185100000005000 0900000030000016   
0601ARC9Y       20220101000190100000005000 0900000030000016   
0601ARC9Y       20220101000195100000005000 0900000030000015   
0601ARC9Y       20220101000200100000005000 0900000030000015   
0601ARC9Y       20220101000205100000005000 0900000030000014   
0601ARC9Y       20220101000210100000005000 0900000030000014   
0601ARC9Y       20220101000215100000005000 0900000030000014   
0601ARC9Y       20220101000220100000005000 0900000030000013   
0601ARC9Y       20220101000225100000005000 0900000030000013   
0601ARC9Y       20220101000230100000005000 0900000030000013   
0601ARC9Y       20220101000235100000005000 0900000030000013   
0601ARC9Y       20220101000240100000005000 0900000030000012   
0601ARC9Y       20220101000245100000005000 0900000030000012   
0601ARC9Y       20220101000250100000005000 0900000030000012   
0601ARC9Y       20220101000255100000005000 0900000030000012   
0601ARC9Y       20220101000260100000005000 0900000030000011   
0601ARC9Y       20220101000265100000005000 0900000030000011   
0601ARC9Y       20220101000270100000005000 0900000030000011   
0601ARC9Y       20220101000275100000005000 0900000030000011   
0601ARC9Y       20220101000280100000005000 0900000030000011   
0601ARC9Y       20220101000285100000005000 0900000030000010   
0601ARC9Y       20220101000290100000005000 0900000030000010   
0601ARC9Y       20220101000295100000005000 0900000030000010   
0601ARC9Y       20220101000300100000005000 0900000030000010   
0601ARC9Y       20220101000305100000005000 0900000030000010   
0601ARC9Y       20220101000310100000005000 0900000030000010   
0601ARC9Y       20220101000315100000005000 0900000030000009   
0601ARC9Y       20220101000320100000005000 0900000030000009   
0601ARC9Y       20220101000325100000005000 0900000030000009   
0601ARC9Y       20220101000330100000005000 0900000030000009   
0601ARC9Y       20220101000335100000005000 0900000030000009   
0601ARC9Y       20220101000340100000005000 0900000030000009   
0601ARC9Y       20220101000345100000005000 0900000030000009   
0601ARC9Y       20220101000350100000005000 0900000030000009   
0601ARC9Y       20220101000355100000005000 0900000030000008   
0601ARC9Y       20220101000360100000005000 0900000030000008   
0601ARC9Y       20220101000365100000005000 0900000030000008   
0601ARC9Y       20220101000370100000005000 0900000030000008   
0601ARC9Y       20220101000375100000005000 0900000030000008   
0601ARC9Y       20220101000380100000005000 0900000030000008   
0601ARC9Y       20220101000385100000005000 0900000030000008   
0601ARC9Y       20220101000390100000005000 0900000030000008   
0601ARC9Y       20220101000395100000005000 0900000030000008   
0601ARC9Y       20220101000400100000005000 0900000030000007   
0601ARC9Y       20220101000405100000005000 0900000030000007   
0601ARC9Y       20220101000410100000005000 0900000030000007   
0601ARC9Y       20220101000415100000005000 0900000030000007   
0601ARC9Y       20220101000420100000005000 0900000030000007   
0601ARC9Y       20220101000425100000005000 0900000030000007   
0601ARC9Y       20220101000430100000005000 0900000030000007   
0601ARC9Y       20220101000435100000005000 0900000030000007   
0601ARC9Y       20220101000440100000005000 0900000030000007   
0601ARC9Y       20220101000445100000005000 0900000030000011   
0601ARC9Y       20220101000450100000005000 0900000030000018   
0601ARC9Y       20220101000455100000005000 0900000030000023   
0601ARC9Y       20220101000460100000005000 0900000030000031   
0601ARC9Y       20220101000465100000005000 0900000030000041   
0601ARC9Y       20220101000470100000005000 0900000030000050   
0601ARC9Y       20220101000475100000005000 0900000030000060   
0601ARC9Y       20220101000480100000005000 0900000030000069   
0601ARC9Y       20220101000485100000005000 0900000030000078   
0601ARC9Y       20220101000490100000005000 0900000030000089   
0601ARC9Y       20220101000495100000005000 0900000030000100   
0601ARC9Y       20220101000500100000005000 0900000030000110   
0601ARC9Y       20220101000505100000005000 0900000030000119   
0601ARC9Y       20220101000510100000005000 0900000030000129   
0601ARC9Y       20220101000515100000005000 0900000030000139   
0601ARC9Y       20220101000520100000005000 0900000030000148   
0601ARC9Y       20220101000525100000005000 0900000030000157   
0601ARC9Y       20220101000530100000005000 0900000030000167   
0601ARC9Y       20220101000535100000005000 0900000030000177   
0601ARC9Y       20220101000540100000005000 0900000030000187   
0601ARC9Y       20220101000545100000005000 0900000030000194   
0601ARC9Y       20220101000550100000005000 0900000030000200   
0601ARC9Y       20220101000555100000005000 0900000030000208   
0601ARC9Y       20220101000560100000005000 0900000030000215   
0601ARC9Y       20220101000565100000005000 0900000030000221   
0601ARC9Y       20220101000570100000005000 0900000030000228   
0601ARC9Y       20220101000575100000005000 0900000030000234   
0601ARC9Y       20220101000580100000005000 0900000030000241   
0601ARC9Y       20220101000585100000005000 0900000030000248   
0601ARC9Y       20220101000590100000005000 0900000030000255   
0601ARC9Y       20220101000595100000005000 0900000030000261   
0601ARC9Y       20220101000600100000005000 0900000030000267   
0601ARC9Y       20220101000605100000005000 0900000030000273   
0601ARC9Y       20220101000610100000005000 0900000030000281   
0601ARC9Y       20220101000615100000005000 0900000030000286   
0601ARC9Y       20220101000620100000005000 0900000030000292   
0601ARC9Y       20220101000625100000005000 0900000030000299   
0601ARC9Y       20220101000630100000005000 0900000030000306   
0601ARC9Y       20220101000635100000005000 0900000030000311   
0601ARC9Y       20220101000640100000005000 0900000030000317   
0601ARC9Y       20220101000645100000005000 0900000030000323   
0601ARC9Y       20220101000650100000005000 0900000030000329   
0601ARC9Y       20220101000655100000005000 0900000030000335   
0601ARC9Y       20220101000660100000005000 0900000030000341   
0601ARC9Y       20220101000665100000005000 0900000030000347   
0601ARC9Y       20220101000670100000005000 0900000030000353   
0601ARC9Y       20220101000675100000005000 0900000030000360   
0601ARC9Y       20220101000680100000005000 0900000030000368   
0601ARC9Y       20220101000685100000005000 0900000030000374   
0601ARC9Y       20220101000690100000005000 0900000030000380   
0601ARC9Y       20220101000695100000005000 0900000030000386   
0601ARC9Y       20220101000700100000005000 0900000030000392   
0601ARC9Y       20220101000705100000005000 0900000030000399   
0601ARC9Y       20220101000710100000005000 0900000030000405   
0601ARC9Y       20220101000715100000005000 0900000030000411   
0601ARC9Y       20220101000720100000005000 0900000030000417   
0601ARC9Y       20220101000725100000005000 0900000030000423   
0601ARC9Y       20220101000730100000005000 0900000030000430   
0601ARC9Y       20220101000735100000005000 0900000030000435   
0601ARC9Y       20220101000740100000005000 0900000030000441   
0601ARC9Y       20220101000745100000005000 0900000030000447   
0601ARC9Y       20220101000750100000005000 0900000030000454   
0601ARC9Y       20220101000755100000005000 0900000030000459   
0601ARC9Y       20220101000760100000005000 0900000030000464   
0601ARC9Y       20220101000765100000005000 0900000030000470   
0601ARC9Y       20220101000770100000005000 0900000030000475   
0601ARC9Y       20220101000775100000005000 0900000030000482   
0601ARC9Y       20220101000780100000005000 0900000030000487   
0601ARC9Y       20220101000785100000005000 0900000030000492   
0601ARC9Y       20220101000790100000005000 0900000030000497   
0601ARC9Y       20220101000795100000005000 0900000030000502   
0601ARC9Y       20220101000800100000005000 0900000030000508   
0601ARC9Y       20220101000805100000005000 0900000030000513   
0601ARC9Y       20220101000810100000005000 0900000030000519   
0601ARC9Y       20220101000815100000005000 0900000030000525   
0601ARC9Y       20220101000820100000005000 0900000030000531   
0601ARC9Y       20220101000825100000005000 0900000030000538   
0601ARC9Y       20220101000830100000005000 0900000030000543   
0601ARC9Y       20220101000835100000005000 0900000030000549   
0601ARC9Y       20220101000840100000005000 0900000030000555   
0601ARC9Y       20220101000845100000005000 0900000030000561   
0601ARC9Y       20220101000850100000005000 0900000030000566   
0601ARC9Y       20220101000855100000005000 0900000030000572   
0601ARC9Y       20220101000860100000005000 0900000030000577   
0601ARC9Y       20220101000865100000005000 0900000030000583   
0601ARC9Y       20220101000870100000005000 0900000030000589   
0601ARC9Y       20220101000875100000005000 0900000030000594   
0601ARC9Y       20220101000880100000005000 0900000030000599   
0601ARC9Y       20220101000885100000005000 0900000030000604   
0601ARC9Y       20220101000890100000005000 0900000030000610   
0601ARC9Y       20220101000895100000005000 0900000030000616   
0601ARC9Y       20220101000900100000005000 0900000030000621   
0601ARC9Y       20220101000905100000005000 0900000030000625   
0601ARC9Y       20220101000910100000005000 0900000030000630   
0601ARC9Y       20220101000915100000005000 0900000030000636   
0601ARC9Y       20220101000920100000005000 0900000030000641   
0601ARC9Y       20220101000925100000005000 0900000030000646   
0601ARC9Y       20220101000930100000005000 0900000030000651   
0601ARC9Y       20220101000935100000005000 0900000030000656   
0601ARC9Y       20220101000940100000005000 0900000030000660   
0601ARC9Y       20220101000945100000005000 0900000030000666   
0601ARC9Y       20220101000950100000005000 0900000030000670   
0601ARC9Y       20220101000955100000005000 0900000030000675   
0601ARC9Y       20220101000960100000005000 0900000030000680   
0601ARC9Y       20220101000965100000005000 0900000030000685   
0601ARC9Y       20220101000970100000005000 0900000030000689   
0601ARC9Y       20220101000975100000005000 0900000030000694   
0601ARC9Y       20220101000980100000005000 0900000030000698   
0601ARC9Y       20220101000985100000005000 0900000030000703   
0601ARC9Y       20220101000990100000005000 0900000030000708   
0601ARC9Y       20220101000995100000005000 0900000030000712   
0601ARC9Y       20220101001000100000005000 0900000030000716   
0601ARC9Y       20220101001005100000005000 0900000030000721   
0601ARC9Y       20220101001010100000005000 0900000030000726   
0601ARC9Y       20220101001015100000005000 0900000030000732   
0601ARC9Y       20220101001020100000005000 0900000030000736   
0601ARC9Y       20220101001025100000005000 0900000030000740   
0601ARC9Y       20220101001030100000005000 0900000030000745   
0601ARC9Y       20220101001035100000005000 0900000030000750   
0601ARC9Y       20220101001040100000005000 0900000030000755   
0601ARC9Y       20220101001045100000005000 0900000030000759   
0601ARC9Y       20220101001050100000005000 0900000030000764   
0601ARC9Y       20220101001055100000005000 0900000030000768   
0601ARC9Y       20220101001060100000005000 0900000030000774   
0601ARC9Y       20220101001065100000005000 0900000030000778   
0601ARC9Y       20220101001070100000005000 0900000030000782   
0601ARC9Y       20220101001075100000005000 0900000030000786   
0601ARC9Y       20220101001080100000005000 0900000030000791   
0601ARC9Y       20220101001085100000005000 0900000030000796   
0601ARC9Y       20220101001090100000005000 0900000030000800   
0601ARC9Y       20220101001095100000005000 0900000030000804   
0601ARC9Y       20220101001100100000005000 0900000030000807   
0601ARC9Y       20220101001105100000005000 0900000030000812   
0601ARC9Y       20220101001110100000005000 0900000030000817   
0601ARC9Y       20220101001115100000005000 0900000030000821   
0601ARC9Y       20220101001120100000005000 0900000030000824   
0601ARC9Y       20220101001125100000005000 0900000030000828   
0601ARC9Y       20220101001130100000005000 0900000030000832   
0601ARC9Y       20220101001135100000005000 0900000030000837   
0601ARC9Y       20220101001140100000005000 0900000030000841   
0601ARC9Y       20220101001145100000005000 0900000030000845   
0601ARC9Y       20220101001150100000005000 0900000030000849   
0601ARC9Y       20220101001155100000005000 0900000030000852   
0601ARC9Y       20220101001160100000005000 0900000030000857   
0601ARC9Y       20220101001165100000005000 0900000030000860   
0601ARC9Y       20220101001170100000005000 0900000030000864   
0601ARC9Y       20220101001175100000005000 0900000030000868   
0601ARC9Y       20220101001180100000005000 0900000030000872   
0601ARC9Y       20220101001185100000005000 0900000030000876   
0601ARC9Y       20220101001190100000005000 0900000030000879   
0601ARC9Y       20220101001195100000005000 0900000030000884   
0601ARC9Y       20220101001200100000005000 0900000030000889   
0601ARC9Y       20220101001205100000005000 0900000030000895   
0601ARC9Y       20220101001210100000005000 0900000030000900   
0601ARC9Y       20220101001215100000005000 0900000030000904   
0601ARC9Y       20220101001220100000005000 0900000030000909   
0601ARC9Y       20220101001225100000005000 0900000030000913   
0601ARC9Y       20220101001230100000005000 0900000030000919   
0601ARC9Y       20220101001235100000005000 0900000030000923   
0601ARC9Y       20220101001240100000005000 0900000030000928   
0601ARC9Y       20220101001245100000005000 0900000030000934   
0601ARC9Y       20220101001250100000005000 0900000030000938   
0601ARC9Y       20220101001255100000005000 0900000030000943   
0601ARC9Y       20220101001260100000005000 0900000030000949   
0601ARC9Y       20220101001265100000005000 0900000030000953   
0601ARC9Y       20220101001270100000005000 0900000030000958   
0601ARC9Y       20220101001275100000005000 0900000030000963   
0601ARC9Y       20220101001280100000005000 0900000030000968   
0601ARC9Y       20220101001285100000005000 0900000030000973   
0601ARC9Y       20220101001290100000005000 0900000030000977   
0601ARC9Y       20220101001295100000005000 0900000030000983   
0601ARC9Y       20220101001300100000005000 0900000030000987   
0601ARC9Y       20220101001305100000005000 0900000030000992   
0601ARC9Y       20220101001310100000005000 0900000030000997   
0601ARC9Y       20220101001315100000005000 0900000030001001   
0601ARC9Y       20220101001320100000005000 0900000030001006   
0601ARC9Y       20220101001325100000005000 0900000030001011   
0601ARC9Y       20220101001330100000005000 0900000030001015   
0601ARC9Y       20220101001335100000005000 0900000030001020   
0601ARC9Y       20220101001340100000005000 0900000030001025   
0601ARC9Y       20220101001345100000005000 0900000030001029   
0601ARC9Y       20220101001350100000005000 0900000030001033   
0601ARC9Y       20220101001355100000005000 0900000030001038   
0601ARC9Y       20220101001360100000005000 0900000030001042   
0601ARC9Y       20220101001365100000005000 0900000030001047   
0601ARC9Y       20220101001370100000005000 0900000030001052   
0601ARC9Y       20220101001375100000005000 0900000030001056   
0601ARC9Y       20220101001380100000005000 0900000030001061   
0601ARC9Y       20220101001385100000005000 0900000030001066   
0601ARC9Y       20220101001390100000005000 0900000030001070   
0601ARC9Y       20220101001395100000005000 0900000030001074   
0601ARC9Y       20220101001400100000005000 0900000030001079   
0601ARC9Y       20220101001405100000005000 0900000030001083   
0601ARC9Y       20220101001410100000005000 0900000030001087   
0601ARC9Y       20220101001415100000005000 0900000030001092   
0601ARC9Y       20220101001420100000005000 0900000030001096   
0601ARC9Y       20220101001425100000005000 0900000030001100   
0601ARC9Y       20220101001430100000005000 0900000030001105   
0601ARC9Y       20220101001435100000005000 0900000030001109   
0601ARC9Y       20220101001440100000005000 0900000030001113   
0601ARC9Y       20220101001445100000005000 0900000030001117   
0601ARC9Y       20220101001450100000005000 0900000030001122   
0601ARC9Y       20220101001455100000005000 0900000030001126   
0601ARC9Y       20220101001460100000005000 0900000030001130   
0601ARC9Y       20220101001465100000005000 0900000030001135   
0601ARC9Y       20220101001470100000005000 0900000030001139   
0601ARC9Y       20220101001475100000005000 0900000030001143   
0601ARC9Y       20220101001480100000005000 0900000030001147   
0601ARC9Y       20220101001485100000005000 0900000030001151   
0601ARC9Y       20220101001490100000005000 0900000030001156   
0601ARC9Y       20220101001495100000005000 0900000030001160   
0601ARC9Y       20220101001500100000005000 0900000030001164   
0601ARC9Y       20220101001505100000005000 0900000030001168   
0601ARC9Y       20220101001510100000005000 0900000030001173   
0601ARC9Y       20220101001515100000005000 0900000030001177   
0601ARC9Y       20220101001520100000005000 0900000030001181   
0601ARC9Y       20220101001525100000005000 0900000030001185   
0601ARC9Y       20220101001530100000005000 0900000030001189   
0601ARC9Y       20220101001535100000005000 0900000030001193   
0601ARC9Y       20220101001540100000005000 0900000030001197   
0601ARC9Y       20220101001545100000005000 0900000030001201   
0601ARC9Y       20220101001550100000005000 0900000030001205   
0601ARC9Y       20220101001555100000005000 0900000030001209   
0601ARC9Y       20220101001560100000005000 0900000030001213   
0601ARC9Y       20220101001565100000005000 0900000030001217   
0601ARC9Y       20220101001570100000005000 0900000030001222   
0601ARC9Y       20220101001575100000005000 0900000030001226   
0601ARC9Y       20220101001580100000005000 0900000030001229   
0601ARC9Y       20220101001585100000005000 0900000030001234   
0601ARC9Y       20220101001590100000005000 0900000030001238   
0601ARC9Y       20220101001595100000005000 0900000030001242   
0601ARC9Y       20220101001600100000005000 0900000030001246   
0601ARC9Y       20220101001605100000005000 0900000030001250   
0601ARC9Y       20220101001610100000005000 0900000030001253   
0601ARC9Y       20220101001615100000005000 0900000030001257   
0601ARC9Y       20220101001620100000005000 0900000030001262   
0601ARC9Y       20220101001625100000005000 0900000030001265   
0601ARC9Y       20220101001630100000005000 0900000030001269   
0601ARC9Y       20220101001635100000005000 0900000030001274   
0601ARC9Y       20220101001640100000005000 0900000030001278   
0601ARC9Y       20220101001645100000005000 0900000030001281   
0601ARC9Y       20220101001650100000005000 0900000030001286   
0601ARC9Y       20220101001655100000005000 0900000030001290   
0601ARC9Y       20220101001660100000005000 0900000030001293   
0601ARC9Y       20220101001665100000005000 0900000030001298   
0601ARC9Y       20220101001670100000005000 0900000030001302   
0601ARC9Y       20220101001675100000005000 0900000030001305   
0601ARC9Y       20220101001680100000005000 0900000030001310   
0601ARC9Y       20220101001685100000005000 0900000030001314   
0601ARC9Y       20220101001690100000005000 0900000030001318   
0601ARC9Y       20220101001695100000005000 0900000030001322   
0601ARC9Y       20220101001700100000005000 0900000030001326   
0601ARC9Y       20220101001705100000005000 0900000030001330   
0601ARC9Y       20220101001710100000005000 0900000030001334   
0601ARC9Y       20220101001715100000005000 0900000030001338   
0601ARC9Y       20220101001720100000005000 0900000030001342   
0601ARC9Y       20220101001725100000005000 0900000030001347   
0601ARC9Y       20220101001730100000005000 0900000030001351   
0601ARC9Y       20220101001735100000005000 0900000030001355   
0601ARC9Y       20220101001740100000005000 0900000030001360   
0601ARC9Y       20220101001745100000005000 0900000030001364   
0601ARC9Y       20220101001750100000005000 0900000030001368   
0601ARC9Y       20220101001755100000005000 0900000030001373   
0601ARC9Y       20220101001760100000005000 0900000030001377   
0601ARC9Y       20220101001765100000005000 0900000030001381   
0601ARC9Y       20220101001770100000005000 0900000030001386   
0601ARC9Y       20220101001775100000005000 0900000030001390   
0601ARC9Y       20220101001780100000005000 0900000030001395   
0601ARC9Y       20220101001785100000005000 0900000030001399   
0601ARC9Y       20220101001790100000005000 0900000030001403   
0601ARC9Y       20220101001795100000005000 0900000030001408   
0601ARC9Y       20220101001800100000005000 0900000030001412   
0601ARC9Y       20220101001805100000005000 0900000030001416   
0601ARC9Y       20220101001810100000005000 0900000030001421   
0601ARC9Y       20220101001815100000005000 0900000030001425   
0601ARC9Y       20220101001820100000005000 0900000030001430   
0601ARC9Y       20220101001825100000005000 0900000030001434   
0601ARC9Y       20220101001830100000005000 0900000030001438   
0601ARC9Y       20220101001835100000005000 0900000030001443   
0601ARC9Y       20220101001840100000005000 0900000030001447   
0601ARC9Y       20220101001845100000005000 0900000030001451   
0601ARC9Y       20220101001850100000005000 0900000030001456   
0601ARC9Y       20220101001855100000005000 0900000030001460   
0601ARC9Y       20220101001860100000005000 0900000030001464   
0601ARC9Y       20220101001865100000005000 0900000030001468   
0601ARC9Y       20220101001870100000005000 0900000030001472   
0601ARC9Y       20220101001875100000005000 0900000030001476   
0601ARC9Y       20220101001880100000005000 0900000030001481   
0601ARC9Y       20220101001885100000005000 0900000030001485   
0601ARC9Y       20220101001890100000005000 0900000030001489   
0601ARC9Y       20220101001895100000005000 0900000030001493   
0601ARC9Y       20220101001900100000005000 0900000030001497   
0601ARC9Y       20220101001905100000005000 0900000030001500   
0601ARC9Y       20220101001910100000005000 0900000030001505   
0601ARC9Y       20220101001915100000005000 0900000030001509   
0601ARC9Y       20220101001920100000005000 0900000030001512   
0601ARC9Y       20220101001925100000005000 0900000030001517   
0601ARC9Y       20220101001930100000005000 0900000030001520   
0601ARC9Y       20220101001935100000005000 0900000030001524   
0601ARC9Y       20220101001940100000005000 0900000030001529   
0601ARC9Y       20220101001945100000005000 0900000030001532   
0601ARC9Y       20220101001950100000005000 0900000030001536   
0601ARC9Y       20220101001955100000005000 0900000030001540   
0601ARC9Y       20220101001960100000005000 0900000030001544   
0601ARC9Y       20220101001965100000005000 0900000030001547   
0601ARC9Y       20220101001970100000005000 0900000030001551   
0601ARC9Y       20220101001975100000005000 0900000030001555   
0601ARC9Y       20220101001980100000005000 0900000030001559   
0601ARC9Y       20220101001985100000005000 0900000030001562   
0601ARC9Y       20220101001990100000005000 0900000030001566   
0601ARC9Y       20220101001995100000005000 0900000030001570   
0601ARC9Y       20220101002000100000005000 0900000030001573   
0601ARC9Y       20220101002005100000005000 0900000030001577   
0601ARC9Y       20220101002010100000005000 0900000030001581   
0601ARC9Y       20220101002015100000005000 0900000030001584   
0601ARC9Y       20220101002020100000005000 0900000030001588   
0601ARC9Y       20220101002025100000005000 0900000030001592   
0601ARC9Y       20220101002030100000005000 0900000030001595   
0601ARC9Y       20220101002035100000005000 0900000030001599   
0601ARC9Y       20220101002040100000005000 0900000030001603   
0601ARC9Y       20220101002045100000005000 0900000030001606   
0601ARC9Y       20220101002050100000005000 0900000030001610   
0601ARC9Y       20220101002055100000005000 0900000030001613   
0601ARC9Y       20220101002060100000005000 0900000030001616   
0601ARC9Y       20220101002065100000005000 0900000030001620   
0601ARC9Y       20220101002070100000005000 0900000030001623   
0601ARC9Y       20220101002075100000005000 0900000030001627   
0601ARC9Y       20220101002080100000005000 0900000030001630   
0601ARC9Y       20220101002085100000005000 0900000030001634   
0601ARC9Y       20220101002090100000005000 0900000030001637   
0601ARC9Y       20220101002095100000005000 0900000030001641   
0601ARC9Y       20220101002100100000005000 0900000030001644   
0601ARC9Y       20220101002105100000005000 0900000030001647   
0601ARC9Y       20220101002110100000005000 0900000030001651   
0601ARC9Y       20220101002115100000005000 0900000030001654   
0601ARC9Y       20220101002120100000005000 0900000030001657   
0601ARC9Y       20220101002125100000005000 0900000030001660   
0601ARC9Y       20220101002130100000005000 0900000030001664   
0601ARC9Y       20220101002135100000005000 0900000030001667   
0601ARC9Y       20220101002140100000005000 0900000030001670   
0601ARC9Y       20220101002145100000005000 0900000030001673   
0601ARC9Y       20220101002150100000005000 0900000030001676   
0601ARC9Y       20220101002155100000005000 0900000030001679   
0601ARC9Y       20220101002160100000005000 0900000030001683   
0601ARC9Y       20220101002165100000005000 0900000030001686   
0601ARC9Y       20220101002170100000005000 0900000030001689   
0601ARC9Y       20220101002175100000005000 0900000030001692   
0601ARC9Y       20220101002180100000005000 0900000030001695   
0601ARC9Y       20220101002185100000005000 0900000030001698   
0601ARC9Y       20220101002190100000005000 0900000030001702   
0601ARC9Y       20220101002195100000005000 0900000030001705   
0601ARC9Y       20220101002200100000005000 0900000030001708   
0601ARC9Y       20220101002205100000005000 0900000030001711   
0601ARC9Y       20220101002210100000005000 0900000030001714   
0601ARC9Y       20220101002215100000005000 0900000030001717   
0601ARC9Y       20220101002220100000005000 0900000030001720   
0601ARC9Y       20220101002225100000005000 0900000030001723   
0601ARC9Y       20220101002230100000005000 0900000030001726   
0601ARC9Y       20220101002235100000005000 0900000030001729   
0601ARC9Y       20220101002240100000005000 0900000030001732   
0601ARC9Y       20220101002245100000005000 0900000030001735   
0601ARC9Y       20220101002250100000005000 0900000030001738   
0601ARC9Y       20220101002255100000005000 0900000030001741   
0601ARC9Y       20220101002260100000005000 0900000030001744   
0601ARC9Y       20220101002265100000005000 0900000030001747   
0601ARC9Y       20220101002270100000005000 0900000030001750   
0601ARC9Y       20220101002275100000005000 0900000030001752   
0601ARC9Y       20220101002280100000005000 0900000030001756   
0601ARC9Y       20220101002285100000005000 0900000030001758   
0601ARC9Y       20220101002290100000005000 0900000030001761   
0601ARC9Y       20220101002295100000005000 0900000030001764   
0601ARC9Y       20220101002300100000005000 0900000030001767   
0601ARC9Y       20220101002305100000005000 0900000030001769   
0601ARC9Y       20220101002310100000005000 0900000030001772   
0601ARC9Y       20220101002315100000005000 0900000030001775   
0601ARC9Y       20220101002320100000005000 0900000030001778   
0601ARC9Y       20220101002325100000005000 0900000030001780   
0601ARC9Y       20220101002330100000005000 0900000030001784   
0601ARC9Y       20220101002335100000005000 0900000030001786   
0601ARC9Y       20220101002340100000005000 0900000030001789   
0601ARC9Y       20220101002345100000005000 0900000030001792   
0601ARC9Y       20220101002350100000005000 0900000030001794   
0601ARC9Y       20220101002355100000005000 0900000030001797   
0601ARC9Y       20220101002360100000005000 0900000030001800   
0601ARC9Y       20220101002365100000005000 0900000030001802   
0601ARC9Y       20220101002370100000005000 0900000030001805   
0601ARC9Y       20220101002375100000005000 0900000030001808   
0601ARC9Y       20220101002380100000005000 0900000030001810   
0601ARC9Y       20220101002385100000005000 0900000030001813   
0601ARC9Y       20220101002390100000005000 0900000030001816   
0601ARC9Y       20220101002395100000005000 0900000030001818   
0601ARC9Y       20220101002400100000005000 0900000030001821   
0601ARC9Y       20220101002405100000005000 0900000030001824   
0601ARC9Y       20220101002410100000005000 0900000030001826   
0601ARC9Y       20220101002415100000005000 0900000030001829   
0601ARC9Y       20220101002420100000005000 0900000030001832   
0601ARC9Y       20220101002425100000005000 0900000030001834   
0601ARC9Y       20220101002430100000005000 0900000030001836   
0601ARC9Y       20220101002435100000005000 0900000030001839   
0601ARC9Y       20220101002440100000005000 0900000030001841   
0601ARC9Y       20220101002445100000005000 0900000030001844   
0601ARC9Y       20220101002450100000005000 0900000030001847   
0601ARC9Y       20220101002455100000005000 0900000030001849   
0601ARC9Y       20220101002460100000005000 0900000030001851   
0601ARC9Y       20220101002465100000005000 0900000030001854   
0601ARC9Y       20220101002470100000005000 0900000030001856   
0601ARC9Y       20220101002475100000005000 0900000030001859   
0601ARC9Y       20220101002480100000005000 0900000030001861   
0601ARC9Y       20220101002485100000005000 0900000030001864   
0601ARC9Y       20220101002490100000005000 0900000030001866   
0601ARC9Y       20220101002495100000005000 0900000030001868   
0601ARC9Y       20220101002500100000500000 0900000030001980   
0601ARC9Y       20220101003000100000500000 0900000030002152   
0601ARC9Y       20220101003500100000500000 0900000030002279   
0601ARC9Y       20220101004000100000500000 0900000030002363   
0601ARC9Y       20220101004500100000500000 0900000030002422   
0601ARE0N       20220101000000100009999900 0000000000000500   
0601ARE0Y       20220101000000100009999900 0000000000000500   
0601ARG9N       20220101000000100000150000 0000000030000040   
0601ARG9N       20220101000150100000005000 0000000030000038   
0601ARG9N       20220101000155100000005000 0000000030000062   
0601ARG9N       20220101000160100000005000 0000000030000084   
0601ARG9N       20220101000165100000005000 0000000030000105   
0601ARG9N       20220101000170100000005000 0000000030000125   
0601ARG9N       20220101000175100000005000 0000000030000143   
0601ARG9N       20220101000180100000005000 0000000030000161   
0601ARG9N       20220101000185100000005000 0000000030000177   
0601ARG9N       20220101000190100000005000 0000000030000193   
0601ARG9N       20220101000195100000005000 0000000030000208   
0601ARG9N       20220101000200100000005000 0000000030000230   
0601ARG9N       20220101000205100000005000 0000000030000258   
0601ARG9N       20220101000210100000005000 0000000030000284   
0601ARG9N       20220101000215100000005000 0000000030000310   
0601ARG9N       20220101000220100000005000 0000000030000334   
0601ARG9N       20220101000225100000005000 0000000030000357   
0601ARG9N       20220101000230100000005000 0000000030000380   
