00AG               20211201                                                                                   
0601AGB1Y       20220101000485100000005000 0100000020000180   
0601AGB1Y       20220101000490100000005000 0100000020000180   
0601AGB1Y       20220101000495100000005000 0100000020000190   
0601AGB1Y       20220101000500100000005000 0100000020000190   
0601AGB1Y       20220101000505100000005000 0100000020000200   
0601AGB1Y       20220101000510100000005000 0100000020000200   
0601AGB1Y       20220101000515100000005000 0100000020000210   
0601AGB1Y       20220101000520100000005000 0100000020000210   
0601AGB1Y       20220101000525100000005000 0100000020000220   
0601AGB1Y       20220101000530100000005000 0100000020000220   
0601AGB1Y       20220101000535100000005000 0100000020000220   
0601AGB1Y       20220101000540100000005000 0100000020000240   
0601AGB1Y       20220101000545100000005000 0100000020000250   
0601AGB1Y       20220101000550100000005000 0100000020000250   
0601AGB1Y       20220101000555100000005000 0100000020000260   
0601AGB1Y       20220101000560100000005000 0100000020000260   
0601AGB1Y       20220101000565100000005000 0100000020000270   
0601AGB1Y       20220101000570100000005000 0100000020000270   
0601AGB1Y       20220101000575100000005000 0100000020000280   
0601AGB1Y       20220101000580100000005000 0100000020000280   
0601AGB1Y       20220101000585100000005000 0100000020000290   
0601AGB1Y       20220101000590100000005000 0100000020000300   
0601AGB1Y       20220101000595100000005000 0100000020000300   
0601AGB1Y       20220101000600100000005000 0100000020000310   
0601AGB1Y       20220101000605100000005000 0100000020000320   
0601AGB1Y       20220101000610100000005000 0100000020000320   
0601AGB1Y       20220101000615100000005000 0100000020000330   
0601AGB1Y       20220101000620100000005000 0100000020000330   
0601AGB1Y       20220101000625100000005000 0100000020000340   
0601AGB1Y       20220101000630100000005000 0100000020000350   
0601AGB1Y       20220101000635100000005000 0100000020000350   
0601AGB1Y       20220101000640100000005000 0100000020000360   
0601AGB1Y       20220101000645100000005000 0100000020000360   
0601AGB1Y       20220101000650100000005000 0100000020000370   
0601AGB1Y       20220101000655100000005000 0100000020000370   
0601AGB1Y       20220101000660100000005000 0100000020000380   
0601AGB1Y       20220101000665100000005000 0100000020000380   
0601AGB1Y       20220101000670100000005000 0100000020000390   
0601AGB1Y       20220101000675100000005000 0100000020000400   
0601AGB1Y       20220101000680100000005000 0100000020000400   
0601AGB1Y       20220101000685100000005000 0100000020000410   
0601AGB1Y       20220101000690100000005000 0100000020000410   
0601AGB1Y       20220101000695100000005000 0100000020000420   
0601AGB1Y       20220101000700100000005000 0100000020000430   
0601AGB1Y       20220101000705100000005000 0100000020000440   
0601AGB1Y       20220101000710100000005000 0100000020000440   
0601AGB1Y       20220101000715100000005000 0100000020000450   
0601AGB1Y       20220101000720100000005000 0100000020000460   
0601AGB1Y       20220101000725100000005000 0100000020000460   
0601AGB1Y       20220101000730100000005000 0100000020000470   
0601AGB1Y       20220101000735100000005000 0100000020000480   
0601AGB1Y       20220101000740100000005000 0100000020000480   
0601AGB1Y       20220101000745100000005000 0100000020000490   
0601AGB1Y       20220101000750100000005000 0100000020000490   
0601AGB1Y       20220101000755100000005000 0100000020000500   
0601AGB1Y       20220101000760100000005000 0100000020000510   
0601AGB1Y       20220101000765100000005000 0100000020000510   
0601AGB1Y       20220101000770100000005000 0100000020000520   
0601AGB1Y       20220101000775100000005000 0100000020000530   
0601AGB1Y       20220101000780100000005000 0100000020000530   
0601AGB1Y       20220101000785100000005000 0100000020000540   
0601AGB1Y       20220101000790100000005000 0100000020000550   
0601AGB1Y       20220101000795100000005000 0100000020000550   
0601AGB1Y       20220101000800100000005000 0100000020000560   
0601AGB1Y       20220101000805100000005000 0100000020000560   
0601AGB1Y       20220101000810100000005000 0100000020000570   
0601AGB1Y       20220101000815100000005000 0100000020000580   
0601AGB1Y       20220101000820100000005000 0100000020000580   
0601AGB1Y       20220101000825100000005000 0100000020000590   
0601AGB1Y       20220101000830100000005000 0100000020000600   
0601AGB1Y       20220101000835100000005000 0100000020000610   
0601AGB1Y       20220101000840100000005000 0100000020000610   
0601AGB1Y       20220101000845100000005000 0100000020000620   
0601AGB1Y       20220101000850100000005000 0100000020000630   
0601AGB1Y       20220101000855100000005000 0100000020000630   
0601AGB1Y       20220101000860100000005000 0100000020000640   
0601AGB1Y       20220101000865100000005000 0100000020000640   
0601AGB1Y       20220101000870100000005000 0100000020000650   
0601AGB1Y       20220101000875100000005000 0100000020000660   
0601AGB1Y       20220101000880100000005000 0100000020000660   
0601AGB1Y       20220101000885100000005000 0100000020000670   
0601AGB1Y       20220101000890100000005000 0100000020000670   
0601AGB1Y       20220101000895100000005000 0100000020000680   
0601AGB1Y       20220101000900100000005000 0100000020000680   
0601AGB1Y       20220101000905100000005000 0100000020000690   
0601AGB1Y       20220101000910100000005000 0100000020000700   
0601AGB1Y       20220101000915100000005000 0100000020000700   
0601AGB1Y       20220101000920100000005000 0100000020000710   
0601AGB1Y       20220101000925100000005000 0100000020000710   
0601AGB1Y       20220101000930100000005000 0100000020000720   
0601AGB1Y       20220101000935100000005000 0100000020000720   
0601AGB1Y       20220101000940100000005000 0100000020000730   
0601AGB1Y       20220101000945100000005000 0100000020000740   
0601AGB1Y       20220101000950100000005000 0100000020000740   
0601AGB1Y       20220101000955100000005000 0100000020000750   
0601AGB1Y       20220101000960100000005000 0100000020000750   
0601AGB1Y       20220101000965100000005000 0100000020000760   
0601AGB1Y       20220101000970100000005000 0100000020000770   
0601AGB1Y       20220101000975100000005000 0100000020000770   
0601AGB1Y       20220101000980100000005000 0100000020000780   
0601AGB1Y       20220101000985100000005000 0100000020000780   
0601AGB1Y       20220101000990100000005000 0100000020000790   
0601AGB1Y       20220101000995100000005000 0100000020000800   
0601AGB1Y       20220101001000100000050000 0100000020000830   
0601AGB1Y       20220101001050100000050000 0100000020000880   
0601AGB1Y       20220101001100100000050000 0100000020000940   
0601AGB1Y       20220101001150100000050000 0100000020000990   
0601AGB1Y       20220101001200100000050000 0100000020001040   
0601AGB1Y       20220101001250100000050000 0100000020001090   
0601AGB1Y       20220101001300100000050000 0100000020001140   
0601AGB1Y       20220101001350100000050000 0100000020001190   
0601AGB1Y       20220101001400100000050000 0100000020001240   
0601AGB1Y       20220101001450100000050000 0100000020001290   
0601AGB1Y       20220101001500100000050000 0100000020001330   
0601AGB1Y       20220101001550100000050000 0100000020001380   
0601AGB1Y       20220101001600100000050000 0100000020001440   
0601AGB1Y       20220101001650100000050000 0100000020001490   
0601AGB1Y       20220101001700100000050000 0100000020001540   
0601AGB1Y       20220101001750100000050000 0100000020001580   
0601AGB1Y       20220101001800100000050000 0100000020001620   
0601AGB1Y       20220101001850100000050000 0100000020001660   
0601AGB1Y       20220101001900100000050000 0100000020001700   
0601AGB1Y       20220101001950100000050000 0100000020001740   
0601AGB1Y       20220101002000100000050000 0100000020001770   
0601AGB1Y       20220101002050100000050000 0100000020001810   
0601AGB1Y       20220101002100100000050000 0100000020001840   
0601AGB1Y       20220101002150100000050000 0100000020001870   
0601AGB1Y       20220101002200100000050000 0100000020001900   
0601AGB1Y       20220101002250100000050000 0100000020001930   
0601AGB1Y       20220101002300100000050000 0100000020001960   
0601AGB1Y       20220101002350100000050000 0100000020001980   
0601AGB1Y       20220101002400100000050000 0100000020002010   
0601AGB1Y       20220101002450100000050000 0100000020002030   
0601AGB1Y       20220101002500100000050000 0100000020002060   
0601AGB1Y       20220101002550100000050000 0100000020002080   
0601AGB1Y       20220101002600100000050000 0100000020002100   
0601AGB1Y       20220101002650100000050000 0100000020002130   
0601AGB1Y       20220101002700100000050000 0100000020002150   
0601AGB1Y       20220101002750100000050000 0100000020002170   
0601AGB1Y       20220101002800100000050000 0100000020002190   
0601AGB1Y       20220101002850100000050000 0100000020002200   
0601AGB1Y       20220101002900100000050000 0100000020002220   
0601AGB1Y       20220101002950100000050000 0100000020002240   
0601AGB1Y       20220101003000100000500000 0100000020002320   
0601AGB1Y       20220101003500100000500000 0100000020002460   
0601AGB1Y       20220101004000100000500000 0100000020002560   
0601AGB1Y       20220101004500100000500000 0100000020002650   
0601AGB1Y       20220101005000100000500000 0100000020002710   
0601AGB1Y       20220101005500100000500000 0100000020002770   
0601AGB1Y       20220101006000100000500000 0100000020002810   
0601AGB1Y       20220101006500100000500000 0100000020002860   
0601AGB1Y       20220101007000100000500000 0100000020002900   
0601AGB1Y       20220101007500100000500000 0100000020002940   
0601AGB1Y       20220101008000100000500000 0100000020002970   
0601AGB1Y       20220101008500100000500000 0100000020002990   
0601AGB1Y       20220101009000100000500000 0100000020003010   
0601AGB1Y       20220101009500100000500000 0100000020003030   
0601AGB2Y       20220101000000100000025000 0200000020000000   
0601AGB2Y       20220101000025100000005000 0200000020000000   
0601AGB2Y       20220101000030100000005000 0200000020000000   
0601AGB2Y       20220101000035100000005000 0200000020000000   
0601AGB2Y       20220101000040100000005000 0200000020000000   
0601AGB2Y       20220101000045100000005000 0200000020000000   
0601AGB2Y       20220101000050100000005000 0200000020000000   
0601AGB2Y       20220101000055100000005000 0200000020000000   
0601AGB2Y       20220101000060100000005000 0200000020000000   
0601AGB2Y       20220101000065100000005000 0200000020000000   
0601AGB2Y       20220101000070100000005000 0200000020000000   
0601AGB2Y       20220101000075100000005000 0200000020000000   
0601AGB2Y       20220101000080100000005000 0200000020000000   
0601AGB2Y       20220101000085100000005000 0200000020000000   
0601AGB2Y       20220101000090100000005000 0200000020000000   
0601AGB2Y       20220101000095100000005000 0200000020000000   
0601AGB2Y       20220101000100100000005000 0200000020000000   
0601AGB2Y       20220101000105100000005000 0200000020000000   
0601AGB2Y       20220101000110100000005000 0200000020000000   
0601AGB2Y       20220101000115100000005000 0200000020000000   
0601AGB2Y       20220101000120100000005000 0200000020000000   
0601AGB2Y       20220101000125100000005000 0200000020000000   
0601AGB2Y       20220101000130100000005000 0200000020000000   
