00GE               20211117                                                                                   
0601GEC0N       20220101000610005000005000 0000000000001229   
0601GEC0N       20220101000615005000005000 0000000000001236   
0601GEC0N       20220101000620005000005000 0000000000001243   
0601GEC0N       20220101000625005000005000 0000000000001249   
0601GEC0N       20220101000630005000005000 0000000000001256   
0601GEC0N       20220101000635005000005000 0000000000001263   
0601GEC0N       20220101000640005000005000 0000000000001270   
0601GEC0N       20220101000645005000005000 0000000000001276   
0601GEC0N       20220101000650005000005000 0000000000001283   
0601GEC0N       20220101000655005000005000 0000000000001289   
0601GEC0N       20220101000660005000005000 0000000000001296   
0601GEC0N       20220101000665005000005000 0000000000001302   
0601GEC0N       20220101000670005000005000 0000000000001308   
0601GEC0N       20220101000675005000005000 0000000000001314   
0601GEC0N       20220101000680005000005000 0000000000001321   
0601GEC0N       20220101000685005000005000 0000000000001327   
0601GEC0N       20220101000690005000005000 0000000000001333   
0601GEC0N       20220101000695005000005000 0000000000001339   
0601GEC0N       20220101000700005000005000 0000000000001345   
0601GEC0N       20220101000705005000005000 0000000000001351   
0601GEC0N       20220101000710005000005000 0000000000001357   
0601GEC0N       20220101000715005000005000 0000000000001363   
0601GEC0N       20220101000720005000005000 0000000000001369   
0601GEC0N       20220101000725005000005000 0000000000001374   
0601GEC0N       20220101000730005000005000 0000000000001380   
0601GEC0N       20220101000735005000005000 0000000000001386   
0601GEC0N       20220101000740005000005000 0000000000001392   
0601GEC0N       20220101000745005000005000 0000000000001398   
0601GEC0N       20220101000750005000005000 0000000000001404   
0601GEC0N       20220101000755005000005000 0000000000001410   
0601GEC0N       20220101000760005000005000 0000000000001415   
0601GEC0N       20220101000765005000005000 0000000000001421   
0601GEC0N       20220101000770005000005000 0000000000001427   
0601GEC0N       20220101000775005000005000 0000000000001432   
0601GEC0N       20220101000780005000005000 0000000000001438   
0601GEC0N       20220101000785005000005000 0000000000001443   
0601GEC0N       20220101000790005000005000 0000000000001449   
0601GEC0N       20220101000795005000005000 0000000000001454   
0601GEC0N       20220101000800005000005000 0000000000001460   
0601GEC0N       20220101000805005000005000 0000000000001465   
0601GEC0N       20220101000810005000005000 0000000000001470   
0601GEC0N       20220101000815005000005000 0000000000001476   
0601GEC0N       20220101000820005000005000 0000000000001481   
0601GEC0N       20220101000825005000005000 0000000000001486   
0601GEC0N       20220101000830005000005000 0000000000001491   
0601GEC0N       20220101000835005000005000 0000000000001496   
0601GEC0N       20220101000840005000005000 0000000000001501   
0601GEC0N       20220101000845005000005000 0000000000001507   
0601GEC0N       20220101000850005000005000 0000000000001512   
0601GEC0N       20220101000855005000005000 0000000000001517   
0601GEC0N       20220101000860005000005000 0000000000001522   
0601GEC0N       20220101000865005000005000 0000000000001528   
0601GEC0N       20220101000870005000005000 0000000000001533   
0601GEC0N       20220101000875005000005000 0000000000001538   
0601GEC0N       20220101000880005000005000 0000000000001543   
0601GEC0N       20220101000885005000005000 0000000000001548   
0601GEC0N       20220101000890005000005000 0000000000001553   
0601GEC0N       20220101000895005000005000 0000000000001558   
0601GEC0N       20220101000900005000005000 0000000000001562   
0601GEC0N       20220101000905005000005000 0000000000001567   
0601GEC0N       20220101000910005000005000 0000000000001572   
0601GEC0N       20220101000915005000005000 0000000000001577   
0601GEC0N       20220101000920005000005000 0000000000001582   
0601GEC0N       20220101000925005000005000 0000000000001586   
0601GEC0N       20220101000930005000005000 0000000000001591   
0601GEC0N       20220101000935005000005000 0000000000001596   
0601GEC0N       20220101000940005000005000 0000000000001601   
0601GEC0N       20220101000945005000005000 0000000000001606   
0601GEC0N       20220101000950005000005000 0000000000001611   
0601GEC0N       20220101000955005000005000 0000000000001616   
0601GEC0N       20220101000960005000005000 0000000000001620   
0601GEC0N       20220101000965005000005000 0000000000001625   
0601GEC0N       20220101000970005000005000 0000000000001630   
0601GEC0N       20220101000975005000005000 0000000000001634   
0601GEC0N       20220101000980005000005000 0000000000001639   
0601GEC0N       20220101000985005000005000 0000000000001644   
0601GEC0N       20220101000990005000005000 0000000000001648   
0601GEC0N       20220101000995005000005000 0000000000001653   
0601GEC0N       20220101001000005000005000 0000000000001658   
0601GEC0N       20220101001005005000005000 0000000000001662   
0601GEC0N       20220101001010005000005000 0000000000001667   
0601GEC0N       20220101001015005000005000 0000000000001672   
0601GEC0N       20220101001020005000005000 0000000000001677   
0601GEC0N       20220101001025005000005000 0000000000001682   
0601GEC0N       20220101001030005000005000 0000000000001687   
0601GEC0N       20220101001035005000005000 0000000000001692   
0601GEC0N       20220101001040005000005000 0000000000001696   
0601GEC0N       20220101001045005000005000 0000000000001702   
0601GEC0N       20220101001050005000005000 0000000000001706   
0601GEC0N       20220101001055005000005000 0000000000001711   
0601GEC0N       20220101001060005000005000 0000000000001716   
0601GEC0N       20220101001065005000005000 0000000000001720   
0601GEC0N       20220101001070005000005000 0000000000001725   
0601GEC0N       20220101001075005000005000 0000000000001730   
0601GEC0N       20220101001080005000005000 0000000000001735   
0601GEC0N       20220101001085005000005000 0000000000001740   
0601GEC0N       20220101001090005000005000 0000000000001744   
0601GEC0N       20220101001095005000005000 0000000000001749   
0601GEC0N       20220101001100005000005000 0000000000001754   
0601GEC0N       20220101001105005000005000 0000000000001759   
0601GEC0N       20220101001110005000005000 0000000000001763   
0601GEC0N       20220101001115005000005000 0000000000001768   
0601GEC0N       20220101001120005000005000 0000000000001774   
0601GEC0N       20220101001125005000005000 0000000000001779   
0601GEC0N       20220101001130005000005000 0000000000001784   
0601GEC0N       20220101001135005000005000 0000000000001789   
0601GEC0N       20220101001140005000005000 0000000000001794   
0601GEC0N       20220101001145005000005000 0000000000001800   
0601GEC0N       20220101001150005000005000 0000000000001805   
0601GEC0N       20220101001155005000005000 0000000000001810   
0601GEC0N       20220101001160005000005000 0000000000001815   
0601GEC0N       20220101001165005000005000 0000000000001821   
0601GEC0N       20220101001170005000005000 0000000000001826   
0601GEC0N       20220101001175005000005000 0000000000001831   
0601GEC0N       20220101001180005000005000 0000000000001836   
0601GEC0N       20220101001185005000005000 0000000000001840   
0601GEC0N       20220101001190005000005000 0000000000001846   
0601GEC0N       20220101001195005000005000 0000000000001851   
0601GEC0N       20220101001200005000005000 0000000000001856   
0601GEC0N       20220101001205005000005000 0000000000001861   
0601GEC0N       20220101001210005000005000 0000000000001866   
0601GEC0N       20220101001215005000005000 0000000000001871   
0601GEC0N       20220101001220005000005000 0000000000001875   
0601GEC0N       20220101001225005000005000 0000000000001880   
0601GEC0N       20220101001230005000005000 0000000000001885   
0601GEC0N       20220101001235005000005000 0000000000001890   
0601GEC0N       20220101001240005000005000 0000000000001895   
0601GEC0N       20220101001245005000005000 0000000000001900   
0601GEC0N       20220101001250005000005000 0000000000001905   
0601GEC0N       20220101001255005000005000 0000000000001910   
0601GEC0N       20220101001260005000005000 0000000000001914   
0601GEC0N       20220101001265005000005000 0000000000001920   
0601GEC0N       20220101001270005000005000 0000000000001924   
0601GEC0N       20220101001275005000005000 0000000000001929   
0601GEC0N       20220101001280005000005000 0000000000001934   
0601GEC0N       20220101001285005000005000 0000000000001939   
0601GEC0N       20220101001290005000005000 0000000000001943   
0601GEC0N       20220101001295005000005000 0000000000001948   
0601GEC0N       20220101001300005000005000 0000000000001953   
0601GEC0N       20220101001305005000005000 0000000000001957   
0601GEC0N       20220101001310005000005000 0000000000001962   
0601GEC0N       20220101001315005000005000 0000000000001966   
0601GEC0N       20220101001320005000005000 0000000000001971   
0601GEC0N       20220101001325005000005000 0000000000001976   
0601GEC0N       20220101001330005000005000 0000000000001980   
0601GEC0N       20220101001335005000005000 0000000000001984   
0601GEC0N       20220101001340005000005000 0000000000001988   
0601GEC0N       20220101001345005000005000 0000000000001993   
0601GEC0N       20220101001350005000005000 0000000000001997   
0601GEC0N       20220101001355005000005000 0000000000002002   
0601GEC0N       20220101001360005000005000 0000000000002006   
0601GEC0N       20220101001365005000005000 0000000000002011   
0601GEC0N       20220101001370005000005000 0000000000002015   
0601GEC0N       20220101001375005000005000 0000000000002019   
0601GEC0N       20220101001380005000005000 0000000000002023   
0601GEC0N       20220101001385005000005000 0000000000002027   
0601GEC0N       20220101001390005000005000 0000000000002032   
0601GEC0N       20220101001395005000005000 0000000000002036   
0601GEC0N       20220101001400005000005000 0000000000002040   
0601GEC0N       20220101001405005000005000 0000000000002045   
0601GEC0N       20220101001410005000005000 0000000000002048   
0601GEC0N       20220101001415005000005000 0000000000002052   
0601GEC0N       20220101001420005000005000 0000000000002057   
0601GEC0N       20220101001425005000005000 0000000000002061   
0601GEC0N       20220101001430005000005000 0000000000002065   
0601GEC0N       20220101001435005000005000 0000000000002069   
0601GEC0N       20220101001440005000005000 0000000000002073   
0601GEC0N       20220101001445005000005000 0000000000002077   
0601GEC0N       20220101001450005000005000 0000000000002081   
0601GEC0N       20220101001455005000005000 0000000000002085   
0601GEC0N       20220101001460005000005000 0000000000002088   
0601GEC0N       20220101001465005000005000 0000000000002092   
0601GEC0N       20220101001470005000005000 0000000000002096   
0601GEC0N       20220101001475005000005000 0000000000002100   
0601GEC0N       20220101001480005000005000 0000000000002104   
0601GEC0N       20220101001485005000005000 0000000000002108   
0601GEC0N       20220101001490005000005000 0000000000002111   
0601GEC0N       20220101001495005000005000 0000000000002115   
0601GEC0N       20220101001500005000005000 0000000000002119   
0601GEC0N       20220101001505005000005000 0000000000002123   
0601GEC0N       20220101001510005000005000 0000000000002126   
0601GEC0N       20220101001515005000005000 0000000000002130   
0601GEC0N       20220101001520005000005000 0000000000002134   
0601GEC0N       20220101001525005000005000 0000000000002137   
0601GEC0N       20220101001530005000005000 0000000000002141   
0601GEC0N       20220101001535005000005000 0000000000002145   
0601GEC0N       20220101001540005000005000 0000000000002148   
0601GEC0N       20220101001545005000005000 0000000000002152   
0601GEC0N       20220101001550005000005000 0000000000002155   
0601GEC0N       20220101001555005000005000 0000000000002159   
0601GEC0N       20220101001560005000005000 0000000000002163   
0601GEC0N       20220101001565005000005000 0000000000002166   
0601GEC0N       20220101001570005000005000 0000000000002169   
0601GEC0N       20220101001575005000005000 0000000000002173   
0601GEC0N       20220101001580005000005000 0000000000002176   
0601GEC0N       20220101001585005000005000 0000000000002180   
0601GEC0N       20220101001590005000005000 0000000000002183   
0601GEC0N       20220101001595005000005000 0000000000002187   
0601GEC0N       20220101001600005000005000 0000000000002190   
0601GEC0N       20220101001605005000005000 0000000000002193   
0601GEC0N       20220101001610005000005000 0000000000002197   
0601GEC0N       20220101001615005000005000 0000000000002200   
0601GEC0N       20220101001620005000005000 0000000000002203   
0601GEC0N       20220101001625005000005000 0000000000002207   
0601GEC0N       20220101001630005000005000 0000000000002210   
0601GEC0N       20220101001635005000005000 0000000000002213   
0601GEC0N       20220101001640005000005000 0000000000002217   
0601GEC0N       20220101001645005000005000 0000000000002220   
0601GEC0N       20220101001650005000005000 0000000000002223   
0601GEC0N       20220101001655005000005000 0000000000002226   
0601GEC0N       20220101001660005000005000 0000000000002229   
0601GEC0N       20220101001665005000005000 0000000000002232   
0601GEC0N       20220101001670005000005000 0000000000002236   
0601GEC0N       20220101001675005000005000 0000000000002239   
0601GEC0N       20220101001680005000005000 0000000000002242   
0601GEC0N       20220101001685005000005000 0000000000002245   
0601GEC0N       20220101001690005000005000 0000000000002248   
0601GEC0N       20220101001695005000005000 0000000000002251   
0601GEC0N       20220101001700005000005000 0000000000002254   
0601GEC0N       20220101001705005000005000 0000000000002257   
0601GEC0N       20220101001710005000005000 0000000000002260   
0601GEC0N       20220101001715005000005000 0000000000002263   
0601GEC0N       20220101001720005000005000 0000000000002267   
0601GEC0N       20220101001725005000005000 0000000000002269   
0601GEC0N       20220101001730005000005000 0000000000002272   
0601GEC0N       20220101001735005000005000 0000000000002276   
0601GEC0N       20220101001740005000005000 0000000000002278   
0601GEC0N       20220101001745005000005000 0000000000002281   
0601GEC0N       20220101001750005000005000 0000000000002284   
0601GEC0N       20220101001755005000005000 0000000000002287   
0601GEC0N       20220101001760005000005000 0000000000002290   
0601GEC0N       20220101001765005000005000 0000000000002293   
0601GEC0N       20220101001770005000005000 0000000000002296   
0601GEC0N       20220101001775005000005000 0000000000002299   
0601GEC0N       20220101001780005000005000 0000000000002302   
0601GEC0N       20220101001785005000005000 0000000000002305   
0601GEC0N       20220101001790005000005000 0000000000002307   
0601GEC0N       20220101001795005000005000 0000000000002310   
0601GEC0N       20220101001800005000005000 0000000000002313   
0601GEC0N       20220101001805005000005000 0000000000002316   
0601GEC0N       20220101001810005000005000 0000000000002319   
0601GEC0N       20220101001815005000005000 0000000000002321   
0601GEC0N       20220101001820005000005000 0000000000002324   
0601GEC0N       20220101001825005000005000 0000000000002327   
0601GEC0N       20220101001830005000005000 0000000000002330   
0601GEC0N       20220101001835005000005000 0000000000002332   
0601GEC0N       20220101001840005000005000 0000000000002335   
0601GEC0N       20220101001845005000005000 0000000000002338   
0601GEC0N       20220101001850005000005000 0000000000002340   
0601GEC0N       20220101001855005000005000 0000000000002343   
0601GEC0N       20220101001860005000005000 0000000000002346   
0601GEC0N       20220101001865005000005000 0000000000002348   
0601GEC0N       20220101001870005000005000 0000000000002351   
0601GEC0N       20220101001875005000005000 0000000000002354   
0601GEC0N       20220101001880005000005000 0000000000002356   
0601GEC0N       20220101001885005000005000 0000000000002359   
0601GEC0N       20220101001890005000005000 0000000000002362   
0601GEC0N       20220101001895005000005000 0000000000002365   
0601GEC0N       20220101001900005000005000 0000000000002367   
0601GEC0N       20220101001905005000005000 0000000000002370   
0601GEC0N       20220101001910005000005000 0000000000002373   
0601GEC0N       20220101001915005000005000 0000000000002375   
0601GEC0N       20220101001920005000005000 0000000000002378   
0601GEC0N       20220101001925005000005000 0000000000002381   
0601GEC0N       20220101001930005000005000 0000000000002383   
0601GEC0N       20220101001935005000005000 0000000000002386   
0601GEC0N       20220101001940005000005000 0000000000002389   
0601GEC0N       20220101001945005000005000 0000000000002391   
0601GEC0N       20220101001950005000005000 0000000000002394   
0601GEC0N       20220101001955005000005000 0000000000002397   
0601GEC0N       20220101001960005000005000 0000000000002399   
0601GEC0N       20220101001965005000010000 0000000000002403   
0601GEC0N       20220101001975005000010000 0000000000002408   
0601GEC0N       20220101001985005000010000 0000000000002413   
0601GEC0N       20220101001995005000010000 0000000000002418   
0601GEC0N       20220101002005005000010000 0000000000002423   
0601GEC0N       20220101002015005000010000 0000000000002428   
0601GEC0N       20220101002025005000010000 0000000000002433   
0601GEC0N       20220101002035005000010000 0000000000002438   
0601GEC0N       20220101002045005000010000 0000000000002443   
0601GEC0N       20220101002055005000010000 0000000000002448   
0601GEC0N       20220101002065005000010000 0000000000002452   
0601GEC0N       20220101002075005000010000 0000000000002457   
0601GEC0N       20220101002085005000010000 0000000000002462   
0601GEC0N       20220101002095005000010000 0000000000002466   
0601GEC0N       20220101002105005000010000 0000000000002471   
0601GEC0N       20220101002115005000010000 0000000000002476   
0601GEC0N       20220101002125005000010000 0000000000002480   
0601GEC0N       20220101002135005000010000 0000000000002485   
0601GEC0N       20220101002145005000010000 0000000000002489   
0601GEC0N       20220101002155005000010000 0000000000002494   
0601GEC0N       20220101002165005000010000 0000000000002498   
0601GEC0N       20220101002175005000010000 0000000000002502   
0601GEC0N       20220101002185005000010000 0000000000002507   
0601GEC0N       20220101002195005000010000 0000000000002511   
0601GEC0N       20220101002205005000010000 0000000000002515   
0601GEC0N       20220101002215005000010000 0000000000002520   
0601GEC0N       20220101002225005000010000 0000000000002524   
0601GEC0N       20220101002235005000010000 0000000000002528   
0601GEC0N       20220101002245005000010000 0000000000002532   
0601GEC0N       20220101002255005000010000 0000000000002536   
0601GEC0N       20220101002265005000010000 0000000000002540   
0601GEC0N       20220101002275005000010000 0000000000002544   
0601GEC0N       20220101002285005000010000 0000000000002548   
0601GEC0N       20220101002295005000010000 0000000000002552   
0601GEC0N       20220101002305005000010000 0000000000002556   
0601GEC0N       20220101002315005000010000 0000000000002560   
0601GEC0N       20220101002325005000010000 0000000000002564   
0601GEC0N       20220101002335005000010000 0000000000002568   
0601GEC0N       20220101002345005000010000 0000000000002572   
0601GEC0N       20220101002355005000010000 0000000000002576   
0601GEC0N       20220101002365005000010000 0000000000002580   
0601GEC0N       20220101002375005000010000 0000000000002583   
0601GEC0N       20220101002385005000010000 0000000000002587   
0601GEC0N       20220101002395005000010000 0000000000002591   
0601GEC0N       20220101002405005000010000 0000000000002594   
0601GEC0N       20220101002415005000010000 0000000000002598   
0601GEC0N       20220101002425005000010000 0000000000002601   
0601GEC0N       20220101002435005000010000 0000000000002605   
0601GEC0N       20220101002445005000010000 0000000000002609   
0601GEC0N       20220101002455005000010000 0000000000002612   
0601GEC0N       20220101002465005000010000 0000000000002616   
0601GEC0N       20220101002475005000010000 0000000000002620   
0601GEC0N       20220101002485005000010000 0000000000002623   
0601GEC0N       20220101002495005000010000 0000000000002626   
0601GEC0N       20220101002505005000010000 0000000000002630   
0601GEC0N       20220101002515005000010000 0000000000002633   
0601GEC0N       20220101002525005000010000 0000000000002637   
0601GEC0N       20220101002535005000010000 0000000000002640   
0601GEC0N       20220101002545005000010000 0000000000002643   
0601GEC0N       20220101002555005000010000 0000000000002647   
0601GEC0N       20220101002565005000010000 0000000000002650   
0601GEC0N       20220101002575005000010000 0000000000002653   
0601GEC0N       20220101002585005000010000 0000000000002657   
0601GEC0N       20220101002595005000010000 0000000000002660   
0601GEC0N       20220101002605005000010000 0000000000002663   
0601GEC0N       20220101002615005000010000 0000000000002666   
0601GEC0N       20220101002625005000010000 0000000000002669   
0601GEC0N       20220101002635005000010000 0000000000002672   
0601GEC0N       20220101002645005000010000 0000000000002676   
0601GEC0N       20220101002655005000010000 0000000000002679   
0601GEC0N       20220101002665005000010000 0000000000002682   
0601GEC0N       20220101002675005000010000 0000000000002685   
0601GEC0N       20220101002685005000010000 0000000000002689   
0601GEC0N       20220101002695005000010000 0000000000002692   
0601GEC0N       20220101002705005000010000 0000000000002695   
0601GEC0N       20220101002715005000010000 0000000000002698   
0601GEC0N       20220101002725005000010000 0000000000002702   
0601GEC0N       20220101002735005000010000 0000000000002705   
0601GEC0N       20220101002745005000010000 0000000000002708   
0601GEC0N       20220101002755005000010000 0000000000002711   
0601GEC0N       20220101002765005000010000 0000000000002714   
0601GEC0N       20220101002775005000010000 0000000000002717   
0601GEC0N       20220101002785005000010000 0000000000002720   
0601GEC0N       20220101002795005000010000 0000000000002723   
0601GEC0N       20220101002805005000010000 0000000000002727   
0601GEC0N       20220101002815005000010000 0000000000002729   
0601GEC0N       20220101002825005000010000 0000000000002732   
0601GEC0N       20220101002835005000010000 0000000000002736   
0601GEC0N       20220101002845005000010000 0000000000002738   
0601GEC0N       20220101002855005000010000 0000000000002741   
0601GEC0N       20220101002865005000010000 0000000000002744   
0601GEC0N       20220101002875005000010000 0000000000002747   
0601GEC0N       20220101002885005000010000 0000000000002750   
0601GEC0N       20220101002895005000010000 0000000000002753   
0601GEC0N       20220101002905005000010000 0000000000002756   
0601GEC0N       20220101002915005000010000 0000000000002759   
0601GEC0N       20220101002925005000010000 0000000000002761   
0601GEC0N       20220101002935005000010000 0000000000002764   
0601GEC0N       20220101002945005000010000 0000000000002767   
0601GEC0N       20220101002955005000010000 0000000000002770   
0601GEC0N       20220101002965005000010000 0000000000002773   
0601GEC0N       20220101002975005000010000 0000000000002776   
0601GEC0N       20220101002985005000010000 0000000000002778   
0601GEC0N       20220101002995005000010000 0000000000002781   
0601GEC0N       20220101003005005000010000 0000000000002784   
0601GEC0N       20220101003015005000010000 0000000000002786   
0601GEC0N       20220101003025005000010000 0000000000002789   
0601GEC0N       20220101003035005000010000 0000000000002792   
0601GEC0N       20220101003045005000010000 0000000000002794   
0601GEC0N       20220101003055005000010000 0000000000002797   
0601GEC0N       20220101003065005000010000 0000000000002800   
0601GEC0N       20220101003075005000010000 0000000000002803   
0601GEC0N       20220101003085005000010000 0000000000002805   
0601GEC0N       20220101003095005000010000 0000000000002808   
0601GEC0N       20220101003105005000010000 0000000000002811   
0601GEC0N       20220101003115005000010000 0000000000002814   
0601GEC0N       20220101003125005000010000 0000000000002816   
0601GEC0N       20220101003135005000010000 0000000000002819   
0601GEC0N       20220101003145005000010000 0000000000002822   
0601GEC0N       20220101003155005000010000 0000000000002824   
0601GEC0N       20220101003165005000010000 0000000000002827   
0601GEC0N       20220101003175005000010000 0000000000002830   
0601GEC0N       20220101003185005000010000 0000000000002832   
0601GEC0N       20220101003195005000010000 0000000000002835   
0601GEC0N       20220101003205005000010000 0000000000002838   
0601GEC0N       20220101003215005000010000 0000000000002840   
0601GEC0N       20220101003225005000010000 0000000000002843   
0601GEC0N       20220101003235005000010000 0000000000002845   
0601GEC0N       20220101003245005000010000 0000000000002848   
0601GEC0N       20220101003255005000010000 0000000000002850   
0601GEC0N       20220101003265005000010000 0000000000002853   
0601GEC0N       20220101003275005000010000 0000000000002856   
0601GEC0N       20220101003285005000010000 0000000000002858   
0601GEC0N       20220101003295005000010000 0000000000002861   
0601GEC0N       20220101003305005000010000 0000000000002863   
0601GEC0N       20220101003315005000010000 0000000000002865   
0601GEC0N       20220101003325005000010000 0000000000002868   
0601GEC0N       20220101003335005000010000 0000000000002871   
0601GEC0N       20220101003345005000010000 0000000000002873   
0601GEC0N       20220101003355005000010000 0000000000002875   
0601GEC0N       20220101003365005000010000 0000000000002878   
0601GEC0N       20220101003375005000010000 0000000000002880   
0601GEC0N       20220101003385005000010000 0000000000002882   
0601GEC0N       20220101003395005000010000 0000000000002885   
0601GEC0N       20220101003405005000010000 0000000000002887   
0601GEC0N       20220101003415005000010000 0000000000002890   
0601GEC0N       20220101003425005000010000 0000000000002892   
0601GEC0N       20220101003435005000010000 0000000000002894   
0601GEC0N       20220101003445005000010000 0000000000002896   
0601GEC0N       20220101003455005000010000 0000000000002899   
0601GEC0N       20220101003465005000010000 0000000000002901   
0601GEC0N       20220101003475005000010000 0000000000002903   
0601GEC0N       20220101003485005000010000 0000000000002905   
0601GEC0N       20220101003495005000010000 0000000000002908   
0601GEC0N       20220101003505005000010000 0000000000002910   
0601GEC0N       20220101003515005000010000 0000000000002912   
0601GEC0N       20220101003525005000010000 0000000000002914   
0601GEC0N       20220101003535005000010000 0000000000002916   
0601GEC0N       20220101003545005000010000 0000000000002919   
0601GEC0N       20220101003555005000010000 0000000000002921   
0601GEC0N       20220101003565005000010000 0000000000002923   
0601GEC0N       20220101003575005000010000 0000000000002925   
0601GEC0N       20220101003585005000010000 0000000000002927   
0601GEC0N       20220101003595005000010000 0000000000002929   
0601GEC0N       20220101003605005000010000 0000000000002932   
0601GEC0N       20220101003615005000010000 0000000000002934   
0601GEC0N       20220101003625005000010000 0000000000002936   
0601GEC0N       20220101003635005000010000 0000000000002938   
0601GEC0N       20220101003645005000010000 0000000000002940   
0601GEC0N       20220101003655005000010000 0000000000002942   
0601GEC0N       20220101003665005000010000 0000000000002944   
0601GEC0N       20220101003675005000010000 0000000000002946   
0601GEC0N       20220101003685005000010000 0000000000002948   
0601GEC0N       20220101003695005000010000 0000000000002950   
0601GEC0N       20220101003705005000010000 0000000000002952   
0601GEC0N       20220101003715005000010000 0000000000002954   
0601GEC0N       20220101003725005000010000 0000000000002956   
0601GEC0N       20220101003735005000010000 0000000000002958   
0601GEC0N       20220101003745005000010000 0000000000002960   
0601GEC0N       20220101003755005000010000 0000000000002962   
0601GEC0N       20220101003765005000010000 0000000000002964   
0601GEC0N       20220101003775005000010000 0000000000002966   
0601GEC0N       20220101003785005000010000 0000000000002968   
0601GEC0N       20220101003795005000010000 0000000000002970   
0601GEC0N       20220101003805005000010000 0000000000002972   
0601GEC0N       20220101003815005000010000 0000000000002974   
0601GEC0N       20220101003825005000010000 0000000000002976   
0601GEC0N       20220101003835005000010000 0000000000002978   
0601GEC0N       20220101003845005000010000 0000000000002979   
0601GEC0N       20220101003855005000010000 0000000000002981   
0601GEC0N       20220101003865005000010000 0000000000002983   
0601GEC0N       20220101003875005000010000 0000000000002985   
0601GEC0N       20220101003885005000010000 0000000000002987   
0601GEC0N       20220101003895005000010000 0000000000002989   
0601GEC0N       20220101003905005000010000 0000000000002991   
0601GEC0N       20220101003915005000010000 0000000000002993   
0601GEC0N       20220101003925005000010000 0000000000002994   
0601GEC0N       20220101003935005000010000 0000000000002996   
0601GEC0N       20220101003945005000010000 0000000000002998   
0601GEC0N       20220101003955005000010000 0000000000003000   
0601GEC0N       20220101003965005000010000 0000000000003001   
0601GEC0N       20220101003975005000010000 0000000000003003   
0601GEC0N       20220101003985005000010000 0000000000003005   
0601GEC0N       20220101003995005000010000 0000000000003007   
0601GEC0N       20220101004005005000010000 0000000000003008   
0601GEC0N       20220101004015005000010000 0000000000003010   
0601GEC0N       20220101004025005000010000 0000000000003012   
0601GEC0N       20220101004035005000010000 0000000000003014   
0601GEC0N       20220101004045005000010000 0000000000003015   
0601GEC0N       20220101004055005000010000 0000000000003017   
0601GEC0N       20220101004065005000010000 0000000000003019   
0601GEC0N       20220101004075005000010000 0000000000003021   
0601GEC0N       20220101004085005000010000 0000000000003022   
0601GEC0N       20220101004095005000010000 0000000000003024   
0601GEC0N       20220101004105005000010000 0000000000003026   
0601GEC0N       20220101004115005000010000 0000000000003027   
0601GEC0N       20220101004125005000010000 0000000000003029   
0601GEC0N       20220101004135005000010000 0000000000003031   
0601GEC0N       20220101004145005000010000 0000000000003032   
0601GEC0N       20220101004155005000010000 0000000000003034   
0601GEC0N       20220101004165005000010000 0000000000003036   
0601GEC0N       20220101004175005000010000 0000000000003037   
0601GEC0N       20220101004185005000010000 0000000000003039   
0601GEC0N       20220101004195005000010000 0000000000003040   
0601GEC0N       20220101004205005000010000 0000000000003042   
0601GEC0N       20220101004215005000010000 0000000000003044   
0601GEC0N       20220101004225005000010000 0000000000003045   
0601GEC0N       20220101004235005000010000 0000000000003047   
0601GEC0N       20220101004245005000010000 0000000000003048   
0601GEC0N       20220101004255005000010000 0000000000003050   
0601GEC0N       20220101004265005000010000 0000000000003051   
0601GEC0N       20220101004275005000010000 0000000000003053   
0601GEC0N       20220101004285005000010000 0000000000003055   
0601GEC0N       20220101004295005000010000 0000000000003056   
0601GEC0N       20220101004305005000010000 0000000000003058   
0601GEC0N       20220101004315005000010000 0000000000003059   
0601GEC0N       20220101004325005000010000 0000000000003061   
0601GEC0N       20220101004335005000010000 0000000000003062   
0601GEC0N       20220101004345005000010000 0000000000003064   
0601GEC0N       20220101004355005000010000 0000000000003065   
0601GEC0N       20220101004365005000010000 0000000000003067   
0601GEC0N       20220101004375005000010000 0000000000003068   
0601GEC0N       20220101004385005000010000 0000000000003070   
0601GEC0N       20220101004395005000010000 0000000000003071   
0601GEC0N       20220101004405005000010000 0000000000003073   
0601GEC0N       20220101004415005000010000 0000000000003074   
0601GEC0N       20220101004425005000010000 0000000000003076   
0601GEC0N       20220101004435005000010000 0000000000003077   
0601GEC0N       20220101004445005000010000 0000000000003078   
0601GEC0N       20220101004455005000010000 0000000000003080   
0601GEC0N       20220101004465005000010000 0000000000003081   
0601GEC0N       20220101004475005000010000 0000000000003083   
0601GEC0N       20220101004485005000010000 0000000000003084   
0601GEC0N       20220101004495005000010000 0000000000003086   
0601GEC0N       20220101004505005000010000 0000000000003087   
0601GEC0N       20220101004515005000010000 0000000000003089   
0601GEC0N       20220101004525005000010000 0000000000003090   
0601GEC0N       20220101004535005000010000 0000000000003091   
0601GEC0N       20220101004545005000010000 0000000000003093   
0601GEC0N       20220101004555005000010000 0000000000003094   
0601GEC0N       20220101004565005000010000 0000000000003096   
0601GEC0N       20220101004575005000010000 0000000000003097   
0601GEC0N       20220101004585005000010000 0000000000003099   
0601GEC0N       20220101004595005000010000 0000000000003100   
0601GEC0N       20220101004605005000010000 0000000000003102   
0601GEC0N       20220101004615005000010000 0000000000003103   
