00GE               20211117                                                                                   
0601GEC0N       20220101004625005000010000 0000000000003105   
0601GEC0N       20220101004635005000010000 0000000000003106   
0601GEC0N       20220101004645005000010000 0000000000003108   
0601GEC0N       20220101004655005000010000 0000000000003109   
0601GEC0N       20220101004665005000010000 0000000000003111   
0601GEC0N       20220101004675005000010000 0000000000003112   
0601GEC0N       20220101004685005000010000 0000000000003114   
0601GEC0N       20220101004695005000010000 0000000000003115   
0601GEC0N       20220101004705005000010000 0000000000003117   
0601GEC0N       20220101004715005000010000 0000000000003118   
0601GEC0N       20220101004725005000010000 0000000000003119   
0601GEC0N       20220101004735005000010000 0000000000003121   
0601GEC0N       20220101004745005000010000 0000000000003123   
0601GEC0N       20220101004755005000010000 0000000000003124   
0601GEC0N       20220101004765005000010000 0000000000003125   
0601GEC0N       20220101004775005000010000 0000000000003127   
0601GEC0N       20220101004785005000010000 0000000000003128   
0601GEC0N       20220101004795005000010000 0000000000003130   
0601GEC0N       20220101004805005000010000 0000000000003131   
0601GEC0N       20220101004815005000010000 0000000000003132   
0601GEC0N       20220101004825005000010000 0000000000003134   
0601GEC0N       20220101004835005000020000 0000000000003136   
0601GEC0N       20220101004855005000020000 0000000000003138   
0601GEC0N       20220101004875005000020000 0000000000003141   
0601GEC0N       20220101004895005000020000 0000000000003145   
0601GEC0N       20220101004915005000020000 0000000000003147   
0601GEC0N       20220101004935005000020000 0000000000003150   
0601GEC0N       20220101004955005000020000 0000000000003153   
0601GEC0N       20220101004975005000020000 0000000000003156   
0601GEC0N       20220101004995005000020000 0000000000003159   
0601GEC0N       20220101005015005000020000 0000000000003162   
0601GEC0N       20220101005035005000020000 0000000000003165   
0601GEC0N       20220101005055005000020000 0000000000003168   
0601GEC0N       20220101005075005000020000 0000000000003170   
0601GEC0N       20220101005095005000020000 0000000000003173   
0601GEC0N       20220101005115005000020000 0000000000003176   
0601GEC0N       20220101005135005000020000 0000000000003179   
0601GEC0N       20220101005155005000020000 0000000000003181   
0601GEC0N       20220101005175005000020000 0000000000003184   
0601GEC0N       20220101005195005000020000 0000000000003187   
0601GEC0N       20220101005215005000020000 0000000000003189   
0601GEC0N       20220101005235005000020000 0000000000003192   
0601GEC0N       20220101005255005000020000 0000000000003195   
0601GEC0N       20220101005275005000020000 0000000000003197   
0601GEC0N       20220101005295005000020000 0000000000003200   
0601GEC0N       20220101005315005000020000 0000000000003202   
0601GEC0N       20220101005335005000020000 0000000000003205   
0601GEC0N       20220101005355005000020000 0000000000003207   
0601GEC0N       20220101005375005000020000 0000000000003210   
0601GEC0N       20220101005395005000020000 0000000000003212   
0601GEC0N       20220101005415005000020000 0000000000003215   
0601GEC0N       20220101005435005000020000 0000000000003217   
0601GEC0N       20220101005455005000020000 0000000000003220   
0601GEC0N       20220101005475005000020000 0000000000003222   
0601GEC0N       20220101005495005000020000 0000000000003225   
0601GEC0N       20220101005515005000020000 0000000000003227   
0601GEC0N       20220101005535005000020000 0000000000003229   
0601GEC0N       20220101005555005000020000 0000000000003232   
0601GEC0N       20220101005575005000020000 0000000000003234   
0601GEC0N       20220101005595005000020000 0000000000003236   
0601GEC0N       20220101005615005000020000 0000000000003239   
0601GEC0N       20220101005635005000020000 0000000000003241   
0601GEC0N       20220101005655005000020000 0000000000003243   
0601GEC0N       20220101005675005000020000 0000000000003245   
0601GEC0N       20220101005695005000020000 0000000000003248   
0601GEC0N       20220101005715005000020000 0000000000003250   
0601GEC0N       20220101005735005000020000 0000000000003252   
0601GEC0N       20220101005755005000020000 0000000000003255   
0601GEC0N       20220101005775005000020000 0000000000003257   
0601GEC0N       20220101005795005000020000 0000000000003259   
0601GEC0N       20220101005815005000020000 0000000000003261   
0601GEC0N       20220101005835005000020000 0000000000003263   
0601GEC0N       20220101005855005000020000 0000000000003265   
0601GEC0N       20220101005875005000020000 0000000000003267   
0601GEC0N       20220101005895005000020000 0000000000003269   
0601GEC0N       20220101005915005000020000 0000000000003272   
0601GEC0N       20220101005935005000020000 0000000000003274   
0601GEC0N       20220101005955005000020000 0000000000003276   
0601GEC0N       20220101005975005000020000 0000000000003278   
0601GEC0N       20220101005995005000020000 0000000000003280   
0601GEC0N       20220101006015005000020000 0000000000003282   
0601GEC0N       20220101006035005000020000 0000000000003284   
0601GEC0N       20220101006055005000020000 0000000000003286   
0601GEC0N       20220101006075005000020000 0000000000003288   
0601GEC0N       20220101006095005000020000 0000000000003290   
0601GEC0N       20220101006115005000020000 0000000000003292   
0601GEC0N       20220101006135005000020000 0000000000003294   
0601GEC0N       20220101006155005000020000 0000000000003296   
0601GEC0N       20220101006175005000020000 0000000000003298   
0601GEC0N       20220101006195005000020000 0000000000003300   
0601GEC0N       20220101006215005000020000 0000000000003302   
0601GEC0N       20220101006235005000020000 0000000000003304   
0601GEC0N       20220101006255005000020000 0000000000003305   
0601GEC0N       20220101006275005000020000 0000000000003307   
0601GEC0N       20220101006295005000020000 0000000000003309   
0601GEC0N       20220101006315005000020000 0000000000003311   
0601GEC0N       20220101006335005000020000 0000000000003313   
0601GEC0N       20220101006355005000020000 0000000000003315   
0601GEC0N       20220101006375005000020000 0000000000003317   
0601GEC0N       20220101006395005000020000 0000000000003318   
0601GEC0N       20220101006415005000020000 0000000000003320   
0601GEC0N       20220101006435005000020000 0000000000003322   
0601GEC0N       20220101006455005000020000 0000000000003324   
0601GEC0N       20220101006475005000020000 0000000000003326   
0601GEC0N       20220101006495005000020000 0000000000003327   
0601GEC0N       20220101006515005000020000 0000000000003329   
0601GEC0N       20220101006535005000020000 0000000000003331   
0601GEC0N       20220101006555005000020000 0000000000003333   
0601GEC0N       20220101006575005000020000 0000000000003334   
0601GEC0N       20220101006595005000020000 0000000000003336   
0601GEC0N       20220101006615005000020000 0000000000003338   
0601GEC0N       20220101006635005000020000 0000000000003339   
0601GEC0N       20220101006655005000020000 0000000000003341   
0601GEC0N       20220101006675005000020000 0000000000003343   
0601GEC0N       20220101006695005000020000 0000000000003344   
0601GEC0N       20220101006715005000020000 0000000000003346   
0601GEC0N       20220101006735005000020000 0000000000003348   
0601GEC0N       20220101006755005000020000 0000000000003349   
0601GEC0N       20220101006775005000020000 0000000000003351   
0601GEC0N       20220101006795005000020000 0000000000003353   
0601GEC0N       20220101006815005000020000 0000000000003354   
0601GEC0N       20220101006835005000020000 0000000000003356   
0601GEC0N       20220101006855005000020000 0000000000003357   
0601GEC0N       20220101006875005000020000 0000000000003359   
0601GEC0N       20220101006895005000020000 0000000000003360   
0601GEC0N       20220101006915005000020000 0000000000003362   
0601GEC0N       20220101006935005000020000 0000000000003364   
0601GEC0N       20220101006955005000020000 0000000000003365   
0601GEC0N       20220101006975005000020000 0000000000003367   
0601GEC0N       20220101006995005000020000 0000000000003368   
0601GEC0N       20220101007015005000020000 0000000000003370   
0601GEC0N       20220101007035005000020000 0000000000003372   
0601GEC0N       20220101007055005000020000 0000000000003373   
0601GEC0N       20220101007075005000020000 0000000000003375   
0601GEC0N       20220101007095005000020000 0000000000003377   
0601GEC0N       20220101007115005000020000 0000000000003378   
0601GEC0N       20220101007135005000020000 0000000000003380   
0601GEC0N       20220101007155005000020000 0000000000003382   
0601GEC0N       20220101007175005000020000 0000000000003384   
0601GEC0N       20220101007195005000020000 0000000000003386   
0601GEC0N       20220101007215005000020000 0000000000003388   
0601GEC0N       20220101007235005000020000 0000000000003390   
0601GEC0N       20220101007255005000020000 0000000000003392   
0601GEC0N       20220101007275005000020000 0000000000003394   
0601GEC0N       20220101007295005000020000 0000000000003396   
0601GEC0N       20220101007315005000020000 0000000000003399   
0601GEC0N       20220101007335005000020000 0000000000003401   
0601GEC0N       20220101007355005000020000 0000000000003403   
0601GEC0N       20220101007375005000020000 0000000000003405   
0601GEC0N       20220101007395005000020000 0000000000003407   
0601GEC0N       20220101007415005000020000 0000000000003409   
0601GEC0N       20220101007435005000020000 0000000000003411   
0601GEC0N       20220101007455005000020000 0000000000003413   
0601GEC0N       20220101007475005000020000 0000000000003415   
0601GEC0N       20220101007495005000020000 0000000000003417   
0601GEC0N       20220101007515005000020000 0000000000003419   
0601GEC0N       20220101007535005000020000 0000000000003421   
0601GEC0N       20220101007555005000020000 0000000000003423   
0601GEC0N       20220101007575005000020000 0000000000003425   
0601GEC0N       20220101007595005000020000 0000000000003426   
0601GEC0N       20220101007615005000020000 0000000000003428   
0601GEC0N       20220101007635005000020000 0000000000003430   
0601GEC0N       20220101007655005000020000 0000000000003432   
0601GEC0N       20220101007675005000020000 0000000000003434   
0601GEC0N       20220101007695005000020000 0000000000003436   
0601GEC0N       20220101007715005000020000 0000000000003438   
0601GEC0N       20220101007735005000020000 0000000000003440   
