00LU               20211201                                                                                   
0601LUH5Y       20220101002415100000005000 0500000130001662   
0601LUH5Y       20220101002420100000005000 0500000130001665   
0601LUH5Y       20220101002425100000005000 0500000130001669   
0601LUH5Y       20220101002430100000005000 0500000130001671   
0601LUH5Y       20220101002435100000005000 0500000130001674   
0601LUH5Y       20220101002440100000005000 0500000130001678   
0601LUH5Y       20220101002445100000005000 0500000130001680   
0601LUH5Y       20220101002450100000005000 0500000130001683   
0601LUH5Y       20220101002455100000005000 0500000130001686   
0601LUH5Y       20220101002460100000005000 0500000130001689   
0601LUH5Y       20220101002465100000005000 0500000130001692   
0601LUH5Y       20220101002470100000005000 0500000130001695   
0601LUH5Y       20220101002475100000005000 0500000130001698   
0601LUH5Y       20220101002480100000005000 0500000130001700   
0601LUH5Y       20220101002485100000005000 0500000130001703   
0601LUH5Y       20220101002490100000005000 0500000130001706   
0601LUH5Y       20220101002495100000005000 0500000130001709   
0601LUH5Y       20220101002500100000005000 0500000130001711   
0601LUH5Y       20220101002505100000005000 0500000130001714   
0601LUH5Y       20220101002510100000005000 0500000130001717   
0601LUH5Y       20220101002515100000005000 0500000130001720   
0601LUH5Y       20220101002520100000005000 0500000130001723   
0601LUH5Y       20220101002525100000005000 0500000130001725   
0601LUH5Y       20220101002530100000005000 0500000130001728   
0601LUH5Y       20220101002535100000005000 0500000130001731   
0601LUH5Y       20220101002540100000005000 0500000130001734   
0601LUH5Y       20220101002545100000005000 0500000130001736   
0601LUH5Y       20220101002550100000005000 0500000130001739   
0601LUH5Y       20220101002555100000005000 0500000130001742   
0601LUH5Y       20220101002560100000005000 0500000130001744   
0601LUH5Y       20220101002565100000005000 0500000130001747   
0601LUH5Y       20220101002570100000005000 0500000130001750   
0601LUH5Y       20220101002575100000005000 0500000130001752   
0601LUH5Y       20220101002580100000005000 0500000130001755   
0601LUH5Y       20220101002585100000005000 0500000130001758   
0601LUH5Y       20220101002590100000005000 0500000130001760   
0601LUH5Y       20220101002595100000005000 0500000130001763   
0601LUH5Y       20220101002600100000005000 0500000130001766   
0601LUH5Y       20220101002605100000005000 0500000130001768   
0601LUH5Y       20220101002610100000005000 0500000130001771   
0601LUH5Y       20220101002615100000005000 0500000130001773   
0601LUH5Y       20220101002620100000005000 0500000130001775   
0601LUH5Y       20220101002625100000005000 0500000130001778   
0601LUH5Y       20220101002630100000005000 0500000130001781   
0601LUH5Y       20220101002635100000005000 0500000130001783   
0601LUH5Y       20220101002640100000005000 0500000130001785   
0601LUH5Y       20220101002645100000005000 0500000130001788   
0601LUH5Y       20220101002650100000005000 0500000130001791   
0601LUH5Y       20220101002655100000005000 0500000130001793   
0601LUH5Y       20220101002660100000005000 0500000130001796   
0601LUH5Y       20220101002665100000005000 0500000130001798   
0601LUH5Y       20220101002670100000005000 0500000130001800   
0601LUH5Y       20220101002675100000005000 0500000130001804   
0601LUH5Y       20220101002680100000005000 0500000130001805   
0601LUH5Y       20220101002685100000005000 0500000130001808   
0601LUH5Y       20220101002690100000005000 0500000130001811   
0601LUH5Y       20220101002695100000005000 0500000130001813   
0601LUH5Y       20220101002700100000005000 0500000130001815   
0601LUH5Y       20220101002705100000005000 0500000130001818   
0601LUH5Y       20220101002710100000005000 0500000130001820   
0601LUH5Y       20220101002715100000005000 0500000130001822   
0601LUH5Y       20220101002720100000005000 0500000130001825   
0601LUH5Y       20220101002725100000005000 0500000130001827   
0601LUH5Y       20220101002730100000005000 0500000130001829   
0601LUH5Y       20220101002735100000005000 0500000130001832   
0601LUH5Y       20220101002740100000005000 0500000130001834   
0601LUH5Y       20220101002745100000005000 0500000130001836   
0601LUH5Y       20220101002750100000005000 0500000130001839   
0601LUH5Y       20220101002755100000005000 0500000130001841   
0601LUH5Y       20220101002760100000005000 0500000130001843   
0601LUH5Y       20220101002765100000005000 0500000130001846   
0601LUH5Y       20220101002770100000005000 0500000130001848   
0601LUH5Y       20220101002775100000005000 0500000130001850   
0601LUH5Y       20220101002780100000005000 0500000130001852   
0601LUH5Y       20220101002785100000005000 0500000130001855   
0601LUH5Y       20220101002790100000005000 0500000130001857   
0601LUH5Y       20220101002795100000005000 0500000130001859   
0601LUH5Y       20220101002800100000005000 0500000130001862   
0601LUH5Y       20220101002805100000005000 0500000130001864   
0601LUH5Y       20220101002810100000005000 0500000130001866   
0601LUH5Y       20220101002815100000005000 0500000130001868   
0601LUH5Y       20220101002820100000005000 0500000130001870   
0601LUH5Y       20220101002825100000005000 0500000130001872   
0601LUH5Y       20220101002830100000005000 0500000130001875   
0601LUH5Y       20220101002835100000005000 0500000130001877   
0601LUH5Y       20220101002840100000005000 0500000130001879   
0601LUH5Y       20220101002845100000005000 0500000130001882   
0601LUH5Y       20220101002850100000005000 0500000130001883   
0601LUH5Y       20220101002855100000005000 0500000130001885   
0601LUH5Y       20220101002860100000005000 0500000130001888   
0601LUH5Y       20220101002865100000005000 0500000130001890   
0601LUH5Y       20220101002870100000005000 0500000130001892   
0601LUH5Y       20220101002875100000005000 0500000130001894   
0601LUH5Y       20220101002880100000005000 0500000130001896   
0601LUH5Y       20220101002885100000005000 0500000130001898   
0601LUH5Y       20220101002890100000005000 0500000130001901   
0601LUH5Y       20220101002895100000005000 0500000130001903   
0601LUH5Y       20220101002900100000005000 0500000130001904   
0601LUH5Y       20220101002905100000005000 0500000130001907   
0601LUH5Y       20220101002910100000005000 0500000130001909   
0601LUH5Y       20220101002915100000005000 0500000130001911   
0601LUH5Y       20220101002920100000005000 0500000130001912   
0601LUH5Y       20220101002925100000005000 0500000130001915   
0601LUH5Y       20220101002930100000005000 0500000130001917   
0601LUH5Y       20220101002935100000005000 0500000130001919   
0601LUH5Y       20220101002940100000005000 0500000130001921   
0601LUH5Y       20220101002945100000005000 0500000130001923   
0601LUH5Y       20220101002950100000005000 0500000130001924   
0601LUH5Y       20220101002955100000005000 0500000130001927   
0601LUH5Y       20220101002960100000005000 0500000130001929   
0601LUH5Y       20220101002965100000005000 0500000130001931   
0601LUH5Y       20220101002970100000005000 0500000130001933   
0601LUH5Y       20220101002975100000005000 0500000130001935   
0601LUH5Y       20220101002980100000005000 0500000130001937   
0601LUH5Y       20220101002985100000005000 0500000130001939   
0601LUH5Y       20220101002990100000005000 0500000130001941   
0601LUH5Y       20220101002995100000005000 0500000130001943   
0601LUH5Y       20220101003000100000005000 0500000130001945   
0601LUH5Y       20220101003005100000005000 0500000130001947   
0601LUH5Y       20220101003010100000005000 0500000130001949   
0601LUH5Y       20220101003015100000005000 0500000130001951   
0601LUH5Y       20220101003020100000005000 0500000130001953   
0601LUH5Y       20220101003025100000005000 0500000130001954   
0601LUH5Y       20220101003030100000005000 0500000130001957   
0601LUH5Y       20220101003035100000005000 0500000130001958   
0601LUH5Y       20220101003040100000005000 0500000130001960   
0601LUH5Y       20220101003045100000005000 0500000130001963   
0601LUH5Y       20220101003050100000005000 0500000130001964   
0601LUH5Y       20220101003055100000005000 0500000130001966   
0601LUH5Y       20220101003060100000005000 0500000130001968   
0601LUH5Y       20220101003065100000005000 0500000130001970   
0601LUH5Y       20220101003070100000005000 0500000130001971   
0601LUH5Y       20220101003075100000005000 0500000130001973   
0601LUH5Y       20220101003080100000005000 0500000130001975   
0601LUH5Y       20220101003085100000005000 0500000130001977   
0601LUH5Y       20220101003090100000005000 0500000130001978   
0601LUH5Y       20220101003095100000005000 0500000130001981   
0601LUH5Y       20220101003100100000005000 0500000130001982   
0601LUH5Y       20220101003105100000005000 0500000130001984   
0601LUH5Y       20220101003110100000005000 0500000130001986   
0601LUH5Y       20220101003115100000005000 0500000130001988   
0601LUH5Y       20220101003120100000005000 0500000130001989   
0601LUH5Y       20220101003125100000005000 0500000130001992   
0601LUH5Y       20220101003130100000005000 0500000130001993   
0601LUH5Y       20220101003135100000005000 0500000130001995   
0601LUH5Y       20220101003140100000005000 0500000130001997   
0601LUH5Y       20220101003145100000005000 0500000130001999   
0601LUH5Y       20220101003150100000005000 0500000130002000   
0601LUH5Y       20220101003155100000005000 0500000130002003   
0601LUH5Y       20220101003160100000005000 0500000130002004   
0601LUH5Y       20220101003165100000005000 0500000130002005   
0601LUH5Y       20220101003170100000005000 0500000130002008   
0601LUH5Y       20220101003175100000005000 0500000130002009   
0601LUH5Y       20220101003180100000005000 0500000130002011   
0601LUH5Y       20220101003185100000005000 0500000130002013   
0601LUH5Y       20220101003190100000005000 0500000130002014   
0601LUH5Y       20220101003195100000005000 0500000130002016   
0601LUH5Y       20220101003200100000005000 0500000130002018   
0601LUH5Y       20220101003205100000005000 0500000130002020   
0601LUH5Y       20220101003210100000005000 0500000130002021   
0601LUH5Y       20220101003215100000005000 0500000130002022   
0601LUH5Y       20220101003220100000005000 0500000130002025   
0601LUH5Y       20220101003225100000005000 0500000130002026   
0601LUH5Y       20220101003230100000005000 0500000130002028   
0601LUH5Y       20220101003235100000005000 0500000130002030   
0601LUH5Y       20220101003240100000005000 0500000130002031   
0601LUH5Y       20220101003245100000005000 0500000130002033   
0601LUH5Y       20220101003250100000005000 0500000130002035   
0601LUH5Y       20220101003255100000005000 0500000130002036   
0601LUH5Y       20220101003260100000005000 0500000130002037   
0601LUH5Y       20220101003265100000005000 0500000130002040   
0601LUH5Y       20220101003270100000005000 0500000130002041   
0601LUH5Y       20220101003275100000005000 0500000130002042   
0601LUH5Y       20220101003280100000005000 0500000130002045   
0601LUH5Y       20220101003285100000005000 0500000130002046   
0601LUH5Y       20220101003290100000005000 0500000130002047   
0601LUH5Y       20220101003295100000005000 0500000130002049   
0601LUH5Y       20220101003300100000005000 0500000130002051   
0601LUH5Y       20220101003305100000005000 0500000130002052   
0601LUH5Y       20220101003310100000005000 0500000130002054   
0601LUH5Y       20220101003315100000005000 0500000130002056   
0601LUH5Y       20220101003320100000005000 0500000130002057   
0601LUH5Y       20220101003325100000005000 0500000130002059   
0601LUH5Y       20220101003330100000005000 0500000130002061   
0601LUH5Y       20220101003335100000005000 0500000130002062   
0601LUH5Y       20220101003340100000005000 0500000130002064   
0601LUH5Y       20220101003345100000005000 0500000130002065   
0601LUH5Y       20220101003350100000005000 0500000130002067   
0601LUH5Y       20220101003355100000005000 0500000130002069   
0601LUH5Y       20220101003360100000005000 0500000130002070   
0601LUH5Y       20220101003365100000005000 0500000130002071   
0601LUH5Y       20220101003370100000005000 0500000130002072   
0601LUH5Y       20220101003375100000005000 0500000130002075   
0601LUH5Y       20220101003380100000005000 0500000130002076   
0601LUH5Y       20220101003385100000005000 0500000130002077   
0601LUH5Y       20220101003390100000005000 0500000130002079   
0601LUH5Y       20220101003395100000005000 0500000130002080   
0601LUH5Y       20220101003400100000005000 0500000130002082   
0601LUH5Y       20220101003405100000005000 0500000130002084   
0601LUH5Y       20220101003410100000005000 0500000130002085   
0601LUH5Y       20220101003415100000005000 0500000130002086   
0601LUH5Y       20220101003420100000005000 0500000130002088   
0601LUH5Y       20220101003425100000005000 0500000130002090   
0601LUH5Y       20220101003430100000005000 0500000130002091   
0601LUH5Y       20220101003435100000005000 0500000130002093   
0601LUH5Y       20220101003440100000005000 0500000130002094   
0601LUH5Y       20220101003445100000005000 0500000130002095   
0601LUH5Y       20220101003450100000005000 0500000130002097   
0601LUH5Y       20220101003455100000005000 0500000130002098   
0601LUH5Y       20220101003460100000005000 0500000130002100   
0601LUH5Y       20220101003465100000005000 0500000130002102   
0601LUH5Y       20220101003470100000005000 0500000130002103   
0601LUH5Y       20220101003475100000005000 0500000130002104   
0601LUH5Y       20220101003480100000005000 0500000130002106   
0601LUH5Y       20220101003485100000005000 0500000130002107   
0601LUH5Y       20220101003490100000005000 0500000130002109   
0601LUH5Y       20220101003495100000005000 0500000130002110   
0601LUH5Y       20220101003500100000005000 0500000130002112   
0601LUH5Y       20220101003505100000005000 0500000130002113   
0601LUH5Y       20220101003510100000005000 0500000130002114   
0601LUH5Y       20220101003515100000005000 0500000130002116   
0601LUH5Y       20220101003520100000005000 0500000130002117   
0601LUH5Y       20220101003525100000005000 0500000130002118   
0601LUH5Y       20220101003530100000005000 0500000130002120   
0601LUH5Y       20220101003535100000005000 0500000130002121   
0601LUH5Y       20220101003540100000005000 0500000130002123   
0601LUH5Y       20220101003545100000005000 0500000130002124   
0601LUH5Y       20220101003550100000005000 0500000130002126   
0601LUH5Y       20220101003555100000005000 0500000130002126   
0601LUH5Y       20220101003560100000005000 0500000130002129   
0601LUH5Y       20220101003565100000005000 0500000130002130   
0601LUH5Y       20220101003570100000005000 0500000130002131   
0601LUH5Y       20220101003575100000005000 0500000130002133   
0601LUH5Y       20220101003580100000005000 0500000130002134   
0601LUH5Y       20220101003585100000005000 0500000130002135   
0601LUH5Y       20220101003590100000005000 0500000130002137   
0601LUH5Y       20220101003595100000005000 0500000130002138   
0601LUH5Y       20220101003600100000005000 0500000130002139   
0601LUH5Y       20220101003605100000005000 0500000130002141   
0601LUH5Y       20220101003610100000005000 0500000130002142   
0601LUH5Y       20220101003615100000005000 0500000130002143   
0601LUH5Y       20220101003620100000005000 0500000130002145   
0601LUH5Y       20220101003625100000005000 0500000130002146   
0601LUH5Y       20220101003630100000005000 0500000130002147   
0601LUH5Y       20220101003635100000005000 0500000130002149   
0601LUH5Y       20220101003640100000005000 0500000130002150   
0601LUH5Y       20220101003645100000005000 0500000130002151   
0601LUH5Y       20220101003650100000005000 0500000130002153   
0601LUH5Y       20220101003655100000005000 0500000130002154   
0601LUH5Y       20220101003660100000005000 0500000130002155   
0601LUH5Y       20220101003665100000005000 0500000130002156   
0601LUH5Y       20220101003670100000005000 0500000130002158   
0601LUH5Y       20220101003675100000005000 0500000130002159   
0601LUH5Y       20220101003680100000005000 0500000130002160   
0601LUH5Y       20220101003685100000005000 0500000130002162   
0601LUH5Y       20220101003690100000005000 0500000130002163   
0601LUH5Y       20220101003695100000005000 0500000130002164   
0601LUH5Y       20220101003700100000005000 0500000130002166   
0601LUH5Y       20220101003705100000005000 0500000130002167   
0601LUH5Y       20220101003710100000005000 0500000130002168   
0601LUH5Y       20220101003715100000005000 0500000130002169   
0601LUH5Y       20220101003720100000005000 0500000130002171   
0601LUH5Y       20220101003725100000005000 0500000130002172   
0601LUH5Y       20220101003730100000005000 0500000130002173   
0601LUH5Y       20220101003735100000005000 0500000130002174   
0601LUH5Y       20220101003740100000005000 0500000130002175   
0601LUH5Y       20220101003745100000005000 0500000130002177   
0601LUH5Y       20220101003750100000005000 0500000130002178   
0601LUH5Y       20220101003755100000005000 0500000130002179   
0601LUH5Y       20220101003760100000005000 0500000130002181   
0601LUH5Y       20220101003765100000005000 0500000130002182   
0601LUH5Y       20220101003770100000005000 0500000130002183   
0601LUH5Y       20220101003775100000005000 0500000130002185   
0601LUH5Y       20220101003780100000005000 0500000130002186   
0601LUH5Y       20220101003785100000005000 0500000130002187   
0601LUH5Y       20220101003790100000005000 0500000130002188   
0601LUH5Y       20220101003795100000005000 0500000130002189   
0601LUH5Y       20220101003800100000005000 0500000130002190   
0601LUH5Y       20220101003805100000005000 0500000130002191   
0601LUH5Y       20220101003810100000005000 0500000130002193   
0601LUH5Y       20220101003815100000005000 0500000130002194   
0601LUH5Y       20220101003820100000005000 0500000130002195   
0601LUH5Y       20220101003825100000005000 0500000130002197   
0601LUH5Y       20220101003830100000005000 0500000130002198   
0601LUH5Y       20220101003835100000005000 0500000130002199   
0601LUH5Y       20220101003840100000005000 0500000130002200   
0601LUH5Y       20220101003845100000005000 0500000130002201   
0601LUH5Y       20220101003850100000005000 0500000130002202   
0601LUH5Y       20220101003855100000005000 0500000130002204   
0601LUH5Y       20220101003860100000005000 0500000130002205   
0601LUH5Y       20220101003865100000005000 0500000130002206   
0601LUH5Y       20220101003870100000005000 0500000130002207   
0601LUH5Y       20220101003875100000005000 0500000130002208   
0601LUH5Y       20220101003880100000005000 0500000130002209   
0601LUH5Y       20220101003885100000005000 0500000130002211   
0601LUH5Y       20220101003890100000005000 0500000130002212   
0601LUH5Y       20220101003895100000005000 0500000130002213   
0601LUH5Y       20220101003900100000005000 0500000130002214   
0601LUH5Y       20220101003905100000005000 0500000130002215   
0601LUH5Y       20220101003910100000005000 0500000130002216   
0601LUH5Y       20220101003915100000005000 0500000130002218   
0601LUH5Y       20220101003920100000005000 0500000130002219   
0601LUH5Y       20220101003925100000005000 0500000130002219   
0601LUH5Y       20220101003930100000005000 0500000130002221   
0601LUH5Y       20220101003935100000005000 0500000130002222   
0601LUH5Y       20220101003940100000005000 0500000130002223   
0601LUH5Y       20220101003945100000005000 0500000130002225   
0601LUH5Y       20220101003950100000005000 0500000130002225   
0601LUH5Y       20220101003955100000005000 0500000130002226   
0601LUH5Y       20220101003960100000005000 0500000130002227   
0601LUH5Y       20220101003965100000005000 0500000130002229   
0601LUH5Y       20220101003970100000005000 0500000130002230   
0601LUH5Y       20220101003975100000005000 0500000130002231   
0601LUH5Y       20220101003980100000005000 0500000130002232   
0601LUH5Y       20220101003985100000005000 0500000130002233   
0601LUH5Y       20220101003990100000005000 0500000130002234   
0601LUH5Y       20220101003995100000005000 0500000130002236   
0601LUH5Y       20220101004000100002000000 0500000130002411   
0601LUH5Y       20220101006000100002000000 0500000130002612   
0601LUH5Y       20220101008000100002000000 0500000130002721   
0601LUH6Y       20220101000000100000120000 0600000130000000   
0601LUH6Y       20220101000120100000005000 0600000130000106   
0601LUH6Y       20220101000125100000005000 0600000130000102   
0601LUH6Y       20220101000130100000005000 0600000130000098   
0601LUH6Y       20220101000135100000005000 0600000130000095   
0601LUH6Y       20220101000140100000005000 0600000130000091   
0601LUH6Y       20220101000145100000005000 0600000130000088   
0601LUH6Y       20220101000150100000005000 0600000130000085   
0601LUH6Y       20220101000155100000005000 0600000130000083   
0601LUH6Y       20220101000160100000005000 0600000130000080   
0601LUH6Y       20220101000165100000005000 0600000130000078   
0601LUH6Y       20220101000170100000005000 0600000130000075   
0601LUH6Y       20220101000175100000005000 0600000130000073   
0601LUH6Y       20220101000180100000005000 0600000130000071   
0601LUH6Y       20220101000185100000005000 0600000130000069   
0601LUH6Y       20220101000190100000005000 0600000130000068   
0601LUH6Y       20220101000195100000005000 0600000130000066   
0601LUH6Y       20220101000200100000005000 0600000130000064   
0601LUH6Y       20220101000205100000005000 0600000130000063   
0601LUH6Y       20220101000210100000005000 0600000130000061   
0601LUH6Y       20220101000215100000005000 0600000130000060   
0601LUH6Y       20220101000220100000005000 0600000130000058   
0601LUH6Y       20220101000225100000005000 0600000130000057   
0601LUH6Y       20220101000230100000005000 0600000130000056   
0601LUH6Y       20220101000235100000005000 0600000130000055   
0601LUH6Y       20220101000240100000005000 0600000130000054   
0601LUH6Y       20220101000245100000005000 0600000130000053   
0601LUH6Y       20220101000250100000005000 0600000130000051   
0601LUH6Y       20220101000255100000005000 0600000130000050   
0601LUH6Y       20220101000260100000005000 0600000130000050   
0601LUH6Y       20220101000265100000005000 0600000130000049   
0601LUH6Y       20220101000270100000005000 0600000130000048   
0601LUH6Y       20220101000275100000005000 0600000130000047   
0601LUH6Y       20220101000280100000005000 0600000130000046   
0601LUH6Y       20220101000285100000005000 0600000130000045   
0601LUH6Y       20220101000290100000005000 0600000130000044   
0601LUH6Y       20220101000295100000005000 0600000130000044   
0601LUH6Y       20220101000300100000005000 0600000130000043   
0601LUH6Y       20220101000305100000005000 0600000130000042   
0601LUH6Y       20220101000310100000005000 0600000130000042   
0601LUH6Y       20220101000315100000005000 0600000130000041   
0601LUH6Y       20220101000320100000005000 0600000130000040   
0601LUH6Y       20220101000325100000005000 0600000130000040   
0601LUH6Y       20220101000330100000005000 0600000130000039   
0601LUH6Y       20220101000335100000005000 0600000130000039   
0601LUH6Y       20220101000340100000005000 0600000130000038   
0601LUH6Y       20220101000345100000005000 0600000130000037   
0601LUH6Y       20220101000350100000005000 0600000130000037   
0601LUH6Y       20220101000355100000005000 0600000130000036   
0601LUH6Y       20220101000360100000005000 0600000130000036   
0601LUH6Y       20220101000365100000005000 0600000130000035   
0601LUH6Y       20220101000370100000005000 0600000130000035   
0601LUH6Y       20220101000375100000005000 0600000130000034   
0601LUH6Y       20220101000380100000005000 0600000130000034   
0601LUH6Y       20220101000385100000005000 0600000130000034   
0601LUH6Y       20220101000390100000005000 0600000130000033   
0601LUH6Y       20220101000395100000005000 0600000130000033   
0601LUH6Y       20220101000400100000005000 0600000130000032   
0601LUH6Y       20220101000405100000005000 0600000130000032   
0601LUH6Y       20220101000410100000005000 0600000130000032   
0601LUH6Y       20220101000415100000005000 0600000130000031   
0601LUH6Y       20220101000420100000005000 0600000130000031   
0601LUH6Y       20220101000425100000005000 0600000130000030   
0601LUH6Y       20220101000430100000005000 0600000130000030   
0601LUH6Y       20220101000435100000005000 0600000130000030   
0601LUH6Y       20220101000440100000005000 0600000130000029   
0601LUH6Y       20220101000445100000005000 0600000130000029   
0601LUH6Y       20220101000450100000005000 0600000130000029   
0601LUH6Y       20220101000455100000005000 0600000130000028   
0601LUH6Y       20220101000460100000005000 0600000130000028   
0601LUH6Y       20220101000465100000005000 0600000130000028   
0601LUH6Y       20220101000470100000005000 0600000130000028   
0601LUH6Y       20220101000475100000005000 0600000130000027   
0601LUH6Y       20220101000480100000005000 0600000130000027   
0601LUH6Y       20220101000485100000005000 0600000130000027   
0601LUH6Y       20220101000490100000005000 0600000130000026   
0601LUH6Y       20220101000495100000005000 0600000130000026   
0601LUH6Y       20220101000500100000005000 0600000130000026   
0601LUH6Y       20220101000505100000005000 0600000130000026   
0601LUH6Y       20220101000510100000005000 0600000130000025   
0601LUH6Y       20220101000515100000005000 0600000130000025   
0601LUH6Y       20220101000520100000005000 0600000130000025   
0601LUH6Y       20220101000525100000005000 0600000130000025   
0601LUH6Y       20220101000530100000005000 0600000130000024   
0601LUH6Y       20220101000535100000005000 0600000130000024   
0601LUH6Y       20220101000540100000005000 0600000130000024   
0601LUH6Y       20220101000545100000005000 0600000130000024   
0601LUH6Y       20220101000550100000005000 0600000130000024   
0601LUH6Y       20220101000555100000005000 0600000130000023   
0601LUH6Y       20220101000560100000005000 0600000130000023   
0601LUH6Y       20220101000565100000005000 0600000130000023   
0601LUH6Y       20220101000570100000005000 0600000130000023   
0601LUH6Y       20220101000575100000005000 0600000130000023   
0601LUH6Y       20220101000580100000005000 0600000130000022   
0601LUH6Y       20220101000585100000005000 0600000130000022   
0601LUH6Y       20220101000590100000005000 0600000130000022   
0601LUH6Y       20220101000595100000005000 0600000130000022   
0601LUH6Y       20220101000600100000005000 0600000130000022   
0601LUH6Y       20220101000605100000005000 0600000130000021   
0601LUH6Y       20220101000610100000005000 0600000130000021   
0601LUH6Y       20220101000615100000005000 0600000130000021   
0601LUH6Y       20220101000620100000005000 0600000130000021   
0601LUH6Y       20220101000625100000005000 0600000130000021   
0601LUH6Y       20220101000630100000005000 0600000130000021   
0601LUH6Y       20220101000635100000005000 0600000130000020   
0601LUH6Y       20220101000640100000005000 0600000130000020   
0601LUH6Y       20220101000645100000005000 0600000130000020   
0601LUH6Y       20220101000650100000005000 0600000130000020   
0601LUH6Y       20220101000655100000005000 0600000130000020   
0601LUH6Y       20220101000660100000005000 0600000130000020   
0601LUH6Y       20220101000665100000005000 0600000130000019   
0601LUH6Y       20220101000670100000005000 0600000130000019   
0601LUH6Y       20220101000675100000005000 0600000130000019   
0601LUH6Y       20220101000680100000005000 0600000130000019   
0601LUH6Y       20220101000685100000005000 0600000130000019   
0601LUH6Y       20220101000690100000005000 0600000130000019   
0601LUH6Y       20220101000695100000005000 0600000130000020   
0601LUH6Y       20220101000700100000005000 0600000130000020   
0601LUH6Y       20220101000705100000005000 0600000130000021   
0601LUH6Y       20220101000710100000005000 0600000130000022   
0601LUH6Y       20220101000715100000005000 0600000130000024   
0601LUH6Y       20220101000720100000005000 0600000130000025   
0601LUH6Y       20220101000725100000005000 0600000130000026   
0601LUH6Y       20220101000730100000005000 0600000130000029   
0601LUH6Y       20220101000735100000005000 0600000130000031   
0601LUH6Y       20220101000740100000005000 0600000130000036   
0601LUH6Y       20220101000745100000005000 0600000130000041   
0601LUH6Y       20220101000750100000005000 0600000130000047   
0601LUH6Y       20220101000755100000005000 0600000130000053   
0601LUH6Y       20220101000760100000005000 0600000130000059   
0601LUH6Y       20220101000765100000005000 0600000130000064   
0601LUH6Y       20220101000770100000005000 0600000130000071   
0601LUH6Y       20220101000775100000005000 0600000130000077   
0601LUH6Y       20220101000780100000005000 0600000130000084   
0601LUH6Y       20220101000785100000005000 0600000130000090   
0601LUH6Y       20220101000790100000005000 0600000130000097   
0601LUH6Y       20220101000795100000005000 0600000130000103   
0601LUH6Y       20220101000800100000005000 0600000130000110   
0601LUH6Y       20220101000805100000005000 0600000130000115   
0601LUH6Y       20220101000810100000005000 0600000130000123   
0601LUH6Y       20220101000815100000005000 0600000130000132   
0601LUH6Y       20220101000820100000005000 0600000130000141   
0601LUH6Y       20220101000825100000005000 0600000130000149   
0601LUH6Y       20220101000830100000005000 0600000130000156   
0601LUH6Y       20220101000835100000005000 0600000130000164   
0601LUH6Y       20220101000840100000005000 0600000130000171   
0601LUH6Y       20220101000845100000005000 0600000130000178   
0601LUH6Y       20220101000850100000005000 0600000130000185   
0601LUH6Y       20220101000855100000005000 0600000130000194   
0601LUH6Y       20220101000860100000005000 0600000130000201   
0601LUH6Y       20220101000865100000005000 0600000130000207   
0601LUH6Y       20220101000870100000005000 0600000130000214   
0601LUH6Y       20220101000875100000005000 0600000130000221   
0601LUH6Y       20220101000880100000005000 0600000130000228   
0601LUH6Y       20220101000885100000005000 0600000130000234   
0601LUH6Y       20220101000890100000005000 0600000130000242   
0601LUH6Y       20220101000895100000005000 0600000130000248   
0601LUH6Y       20220101000900100000005000 0600000130000255   
0601LUH6Y       20220101000905100000005000 0600000130000261   
0601LUH6Y       20220101000910100000005000 0600000130000267   
0601LUH6Y       20220101000915100000005000 0600000130000274   
0601LUH6Y       20220101000920100000005000 0600000130000280   
0601LUH6Y       20220101000925100000005000 0600000130000288   
0601LUH6Y       20220101000930100000005000 0600000130000294   
0601LUH6Y       20220101000935100000005000 0600000130000300   
0601LUH6Y       20220101000940100000005000 0600000130000306   
0601LUH6Y       20220101000945100000005000 0600000130000312   
0601LUH6Y       20220101000950100000005000 0600000130000318   
0601LUH6Y       20220101000955100000005000 0600000130000324   
0601LUH6Y       20220101000960100000005000 0600000130000329   
0601LUH6Y       20220101000965100000005000 0600000130000335   
0601LUH6Y       20220101000970100000005000 0600000130000340   
0601LUH6Y       20220101000975100000005000 0600000130000346   
0601LUH6Y       20220101000980100000005000 0600000130000352   
0601LUH6Y       20220101000985100000005000 0600000130000357   
0601LUH6Y       20220101000990100000005000 0600000130000363   
0601LUH6Y       20220101000995100000005000 0600000130000368   
0601LUH6Y       20220101001000100000005000 0600000130000373   
0601LUH6Y       20220101001005100000005000 0600000130000378   
0601LUH6Y       20220101001010100000005000 0600000130000383   
0601LUH6Y       20220101001015100000005000 0600000130000389   
0601LUH6Y       20220101001020100000005000 0600000130000394   
0601LUH6Y       20220101001025100000005000 0600000130000399   
0601LUH6Y       20220101001030100000005000 0600000130000404   
0601LUH6Y       20220101001035100000005000 0600000130000411   
0601LUH6Y       20220101001040100000005000 0600000130000415   
0601LUH6Y       20220101001045100000005000 0600000130000420   
0601LUH6Y       20220101001050100000005000 0600000130000425   
0601LUH6Y       20220101001055100000005000 0600000130000429   
0601LUH6Y       20220101001060100000005000 0600000130000434   
0601LUH6Y       20220101001065100000005000 0600000130000438   
0601LUH6Y       20220101001070100000005000 0600000130000444   
0601LUH6Y       20220101001075100000005000 0600000130000448   
0601LUH6Y       20220101001080100000005000 0600000130000453   
0601LUH6Y       20220101001085100000005000 0600000130000457   
0601LUH6Y       20220101001090100000005000 0600000130000461   
0601LUH6Y       20220101001095100000005000 0600000130000466   
0601LUH6Y       20220101001100100000005000 0600000130000470   
