00SG               20211210                                                                                   
0601SGC1Y       20220101001575100000005000 0100000050001800   
0601SGC1Y       20220101001580100000005000 0100000050001804   
0601SGC1Y       20220101001585100000005000 0100000050001808   
0601SGC1Y       20220101001590100000005000 0100000050001810   
0601SGC1Y       20220101001595100000005000 0100000050001814   
0601SGC1Y       20220101001600100000005000 0100000050001818   
0601SGC1Y       20220101001605100000005000 0100000050001821   
0601SGC1Y       20220101001610100000005000 0100000050001824   
0601SGC1Y       20220101001615100000005000 0100000050001828   
0601SGC1Y       20220101001620100000005000 0100000050001830   
0601SGC1Y       20220101001625100000005000 0100000050001834   
0601SGC1Y       20220101001630100000005000 0100000050001838   
0601SGC1Y       20220101001635100000005000 0100000050001840   
0601SGC1Y       20220101001640100000005000 0100000050001844   
0601SGC1Y       20220101001645100000005000 0100000050001848   
0601SGC1Y       20220101001650100000005000 0100000050001850   
0601SGC1Y       20220101001655100000005000 0100000050001854   
0601SGC1Y       20220101001660100000005000 0100000050001858   
0601SGC1Y       20220101001665100000005000 0100000050001859   
0601SGC1Y       20220101001670100000005000 0100000050001863   
0601SGC1Y       20220101001675100000005000 0100000050001865   
0601SGC1Y       20220101001680100000005000 0100000050001869   
0601SGC1Y       20220101001685100000005000 0100000050001873   
0601SGC1Y       20220101001690100000005000 0100000050001875   
0601SGC1Y       20220101001695100000005000 0100000050001878   
0601SGC1Y       20220101001700100000005000 0100000050001882   
0601SGC1Y       20220101001705100000005000 0100000050001884   
0601SGC1Y       20220101001710100000005000 0100000050001888   
0601SGC1Y       20220101001715100000005000 0100000050001891   
0601SGC1Y       20220101001720100000005000 0100000050001893   
0601SGC1Y       20220101001725100000005000 0100000050001897   
0601SGC1Y       20220101001730100000005000 0100000050001901   
0601SGC1Y       20220101001735100000005000 0100000050001902   
0601SGC1Y       20220101001740100000005000 0100000050001906   
0601SGC1Y       20220101001745100000005000 0100000050001909   
0601SGC1Y       20220101001750100000005000 0100000050001911   
0601SGC1Y       20220101001755100000005000 0100000050001915   
0601SGC1Y       20220101001760100000005000 0100000050001918   
0601SGC1Y       20220101001765100000005000 0100000050001920   
0601SGC1Y       20220101001770100000005000 0100000050001923   
0601SGC1Y       20220101001775100000005000 0100000050001927   
0601SGC1Y       20220101001780100000005000 0100000050001929   
0601SGC1Y       20220101001785100000005000 0100000050001932   
0601SGC1Y       20220101001790100000005000 0100000050001935   
0601SGC1Y       20220101001795100000005000 0100000050001937   
0601SGC1Y       20220101001800100000005000 0100000050001940   
0601SGC1Y       20220101001805100000005000 0100000050001944   
0601SGC1Y       20220101001810100000005000 0100000050001946   
0601SGC1Y       20220101001815100000005000 0100000050001949   
0601SGC1Y       20220101001820100000005000 0100000050001952   
0601SGC1Y       20220101001825100000005000 0100000050001954   
0601SGC1Y       20220101001830100000005000 0100000050001957   
0601SGC1Y       20220101001835100000005000 0100000050001960   
0601SGC1Y       20220101001840100000005000 0100000050001962   
0601SGC1Y       20220101001845100000005000 0100000050001965   
0601SGC1Y       20220101001850100000005000 0100000050001969   
0601SGC1Y       20220101001855100000005000 0100000050001970   
0601SGC1Y       20220101001860100000005000 0100000050001974   
0601SGC1Y       20220101001865100000005000 0100000050001977   
0601SGC1Y       20220101001870100000005000 0100000050001979   
0601SGC1Y       20220101001875100000005000 0100000050001982   
0601SGC1Y       20220101001880100000005000 0100000050001985   
0601SGC1Y       20220101001885100000005000 0100000050001986   
0601SGC1Y       20220101001890100000005000 0100000050001989   
0601SGC1Y       20220101001895100000005000 0100000050001992   
0601SGC1Y       20220101001900100000005000 0100000050001994   
0601SGC1Y       20220101001905100000005000 0100000050001997   
0601SGC1Y       20220101001910100000005000 0100000050002000   
0601SGC1Y       20220101001915100000005000 0100000050002002   
0601SGC1Y       20220101001920100000005000 0100000050002005   
0601SGC1Y       20220101001925100000005000 0100000050002008   
0601SGC1Y       20220101001930100000005000 0100000050002009   
0601SGC1Y       20220101001935100000005000 0100000050002013   
0601SGC1Y       20220101001940100000005000 0100000050002015   
0601SGC1Y       20220101001945100000005000 0100000050002017   
0601SGC1Y       20220101001950100000005000 0100000050002020   
0601SGC1Y       20220101001955100000005000 0100000050002023   
0601SGC1Y       20220101001960100000005000 0100000050002024   
0601SGC1Y       20220101001965100000005000 0100000050002028   
0601SGC1Y       20220101001970100000005000 0100000050002029   
0601SGC1Y       20220101001975100000005000 0100000050002032   
0601SGC1Y       20220101001980100000005000 0100000050002035   
0601SGC1Y       20220101001985100000005000 0100000050002036   
0601SGC1Y       20220101001990100000005000 0100000050002039   
0601SGC1Y       20220101001995100000005000 0100000050002042   
0601SGC1Y       20220101002000100000005000 0100000050002043   
0601SGC1Y       20220101002005100000005000 0100000050002046   
0601SGC1Y       20220101002010100000005000 0100000050002049   
0601SGC1Y       20220101002015100000005000 0100000050002051   
0601SGC1Y       20220101002020100000005000 0100000050002053   
0601SGC1Y       20220101002025100000005000 0100000050002056   
0601SGC1Y       20220101002030100000005000 0100000050002058   
0601SGC1Y       20220101002035100000005000 0100000050002060   
0601SGC1Y       20220101002040100000005000 0100000050002063   
0601SGC1Y       20220101002045100000005000 0100000050002065   
0601SGC1Y       20220101002050100000005000 0100000050002067   
0601SGC1Y       20220101002055100000005000 0100000050002070   
0601SGC1Y       20220101002060100000005000 0100000050002071   
0601SGC1Y       20220101002065100000005000 0100000050002074   
0601SGC1Y       20220101002070100000005000 0100000050002077   
0601SGC1Y       20220101002075100000005000 0100000050002078   
0601SGC1Y       20220101002080100000005000 0100000050002081   
0601SGC1Y       20220101002085100000005000 0100000050002083   
0601SGC1Y       20220101002090100000005000 0100000050002085   
0601SGC1Y       20220101002095100000005000 0100000050002088   
0601SGC1Y       20220101002100100000005000 0100000050002090   
0601SGC1Y       20220101002105100000005000 0100000050002092   
0601SGC1Y       20220101002110100000005000 0100000050002094   
0601SGC1Y       20220101002115100000005000 0100000050002097   
0601SGC1Y       20220101002120100000005000 0100000050002098   
0601SGC1Y       20220101002125100000005000 0100000050002101   
0601SGC1Y       20220101002130100000005000 0100000050002103   
0601SGC1Y       20220101002135100000005000 0100000050002105   
0601SGC1Y       20220101002140100000005000 0100000050002107   
0601SGC1Y       20220101002145100000005000 0100000050002110   
0601SGC1Y       20220101002150100000005000 0100000050002111   
0601SGC1Y       20220101002155100000005000 0100000050002114   
0601SGC1Y       20220101002160100000005000 0100000050002116   
0601SGC1Y       20220101002165100000005000 0100000050002117   
0601SGC1Y       20220101002170100000005000 0100000050002120   
0601SGC1Y       20220101002175100000005000 0100000050002122   
0601SGC1Y       20220101002180100000005000 0100000050002124   
0601SGC1Y       20220101002185100000005000 0100000050002126   
0601SGC1Y       20220101002190100000005000 0100000050002129   
0601SGC1Y       20220101002195100000005000 0100000050002130   
0601SGC1Y       20220101002200100000005000 0100000050002132   
0601SGC1Y       20220101002205100000005000 0100000050002135   
0601SGC1Y       20220101002210100000005000 0100000050002136   
0601SGC1Y       20220101002215100000005000 0100000050002138   
0601SGC1Y       20220101002220100000005000 0100000050002141   
0601SGC1Y       20220101002225100000005000 0100000050002142   
0601SGC1Y       20220101002230100000005000 0100000050002145   
0601SGC1Y       20220101002235100000005000 0100000050002147   
0601SGC1Y       20220101002240100000005000 0100000050002148   
0601SGC1Y       20220101002245100000005000 0100000050002151   
0601SGC1Y       20220101002250100000005000 0100000050002153   
0601SGC1Y       20220101002255100000005000 0100000050002154   
0601SGC1Y       20220101002260100000005000 0100000050002156   
0601SGC1Y       20220101002265100000005000 0100000050002157   
0601SGC1Y       20220101002270100000005000 0100000050002160   
0601SGC1Y       20220101002275100000005000 0100000050002162   
0601SGC1Y       20220101002280100000005000 0100000050002163   
0601SGC1Y       20220101002285100000005000 0100000050002165   
0601SGC1Y       20220101002290100000005000 0100000050002168   
0601SGC1Y       20220101002295100000005000 0100000050002169   
0601SGC1Y       20220101002300100000005000 0100000050002171   
0601SGC1Y       20220101002305100000005000 0100000050002174   
0601SGC1Y       20220101002310100000005000 0100000050002175   
0601SGC1Y       20220101002315100000005000 0100000050002177   
0601SGC1Y       20220101002320100000005000 0100000050002180   
0601SGC1Y       20220101002325100000005000 0100000050002180   
0601SGC1Y       20220101002330100000005000 0100000050002183   
0601SGC1Y       20220101002335100000005000 0100000050002185   
0601SGC1Y       20220101002340100000005000 0100000050002186   
0601SGC1Y       20220101002345100000005000 0100000050002188   
0601SGC1Y       20220101002350100000005000 0100000050002191   
0601SGC1Y       20220101002355100000005000 0100000050002191   
0601SGC1Y       20220101002360100000005000 0100000050002194   
0601SGC1Y       20220101002365100000005000 0100000050002196   
0601SGC1Y       20220101002370100000005000 0100000050002197   
0601SGC1Y       20220101002375100000005000 0100000050002199   
0601SGC1Y       20220101002380100000005000 0100000050002201   
0601SGC1Y       20220101002385100000005000 0100000050002202   
0601SGC1Y       20220101002390100000005000 0100000050002204   
0601SGC1Y       20220101002395100000005000 0100000050002207   
0601SGC1Y       20220101002400100000005000 0100000050002208   
0601SGC1Y       20220101002405100000005000 0100000050002210   
0601SGC1Y       20220101002410100000005000 0100000050002212   
0601SGC1Y       20220101002415100000005000 0100000050002213   
0601SGC1Y       20220101002420100000005000 0100000050002215   
0601SGC1Y       20220101002425100000005000 0100000050002217   
0601SGC1Y       20220101002430100000005000 0100000050002218   
0601SGC1Y       20220101002435100000005000 0100000050002220   
0601SGC1Y       20220101002440100000005000 0100000050002222   
0601SGC1Y       20220101002445100000005000 0100000050002223   
0601SGC1Y       20220101002450100000005000 0100000050002226   
0601SGC1Y       20220101002455100000005000 0100000050002228   
0601SGC1Y       20220101002460100000005000 0100000050002229   
0601SGC1Y       20220101002465100000005000 0100000050002231   
0601SGC1Y       20220101002470100000005000 0100000050002233   
0601SGC1Y       20220101002475100000005000 0100000050002234   
0601SGC1Y       20220101002480100000005000 0100000050002236   
0601SGC1Y       20220101002485100000005000 0100000050002238   
0601SGC1Y       20220101002490100000005000 0100000050002239   
0601SGC1Y       20220101002495100000005000 0100000050002241   
0601SGC1Y       20220101002500100000050000 0100000050002250   
0601SGC1Y       20220101002550100000050000 0100000050002265   
0601SGC1Y       20220101002600100000050000 0100000050002282   
0601SGC1Y       20220101002650100000050000 0100000050002296   
0601SGC1Y       20220101002700100000050000 0100000050002311   
0601SGC1Y       20220101002750100000050000 0100000050002325   
0601SGC1Y       20220101002800100000050000 0100000050002338   
0601SGC1Y       20220101002850100000050000 0100000050002352   
0601SGC1Y       20220101002900100000050000 0100000050002364   
0601SGC1Y       20220101002950100000050000 0100000050002377   
0601SGC1Y       20220101003000100000050000 0100000050002389   
0601SGC1Y       20220101003050100000050000 0100000050002401   
0601SGC1Y       20220101003100100000050000 0100000050002412   
0601SGC1Y       20220101003150100000050000 0100000050002423   
0601SGC1Y       20220101003200100000050000 0100000050002434   
0601SGC1Y       20220101003250100000050000 0100000050002445   
0601SGC1Y       20220101003300100000050000 0100000050002455   
0601SGC1Y       20220101003350100000050000 0100000050002465   
0601SGC1Y       20220101003400100000050000 0100000050002475   
0601SGC1Y       20220101003450100000050000 0100000050002484   
0601SGC1Y       20220101003500100000050000 0100000050002494   
0601SGC1Y       20220101003550100000050000 0100000050002502   
0601SGC1Y       20220101003600100000050000 0100000050002511   
0601SGC1Y       20220101003650100000050000 0100000050002520   
0601SGC1Y       20220101003700100000050000 0100000050002528   
0601SGC1Y       20220101003750100000050000 0100000050002537   
0601SGC1Y       20220101003800100000050000 0100000050002544   
0601SGC1Y       20220101003850100000050000 0100000050002552   
0601SGC1Y       20220101003900100000050000 0100000050002560   
0601SGC1Y       20220101003950100000050000 0100000050002567   
0601SGC1Y       20220101004000100000050000 0100000050002575   
0601SGC1Y       20220101004050100000050000 0100000050002581   
0601SGC1Y       20220101004100100000050000 0100000050002588   
0601SGC1Y       20220101004150100000050000 0100000050002596   
0601SGC1Y       20220101004200100000050000 0100000050002602   
0601SGC1Y       20220101004250100000050000 0100000050002609   
0601SGC1Y       20220101004300100000050000 0100000050002615   
0601SGC1Y       20220101004350100000050000 0100000050002621   
0601SGC1Y       20220101004400100000050000 0100000050002628   
0601SGC1Y       20220101004450100000050000 0100000050002632   
0601SGC1Y       20220101004500100000050000 0100000050002636   
0601SGC1Y       20220101004550100000050000 0100000050002640   
0601SGC1Y       20220101004600100000050000 0100000050002643   
0601SGC1Y       20220101004650100000050000 0100000050002647   
0601SGC1Y       20220101004700100000050000 0100000050002651   
0601SGC1Y       20220101004750100000050000 0100000050002654   
0601SGC1Y       20220101004800100000050000 0100000050002658   
0601SGC1Y       20220101004850100000050000 0100000050002661   
0601SGC1Y       20220101004900100000050000 0100000050002665   
0601SGC1Y       20220101004950100000050000 0100000050002668   
0601SGC1Y       20220101005000100000050000 0100000050002671   
0601SGC1Y       20220101005050100000050000 0100000050002675   
0601SGC1Y       20220101005100100000050000 0100000050002678   
0601SGC1Y       20220101005150100000050000 0100000050002681   
0601SGC1Y       20220101005200100000050000 0100000050002684   
0601SGC1Y       20220101005250100000050000 0100000050002687   
0601SGC1Y       20220101005300100000050000 0100000050002690   
0601SGC1Y       20220101005350100000050000 0100000050002693   
0601SGC1Y       20220101005400100000050000 0100000050002696   
0601SGC1Y       20220101005450100000050000 0100000050002699   
0601SGC1Y       20220101005500100000050000 0100000050002701   
0601SGC1Y       20220101005550100000050000 0100000050002704   
0601SGC1Y       20220101005600100000050000 0100000050002706   
0601SGC1Y       20220101005650100000050000 0100000050002709   
0601SGC1Y       20220101005700100000050000 0100000050002712   
0601SGC1Y       20220101005750100000050000 0100000050002714   
0601SGC1Y       20220101005800100000050000 0100000050002717   
0601SGC1Y       20220101005850100000050000 0100000050002719   
0601SGC1Y       20220101005900100000050000 0100000050002721   
0601SGC1Y       20220101005950100000050000 0100000050002724   
0601SGC1Y       20220101006000100000050000 0100000050002726   
0601SGC1Y       20220101006050100000050000 0100000050002728   
0601SGC1Y       20220101006100100000050000 0100000050002730   
0601SGC1Y       20220101006150100000050000 0100000050002733   
0601SGC1Y       20220101006200100000050000 0100000050002735   
0601SGC1Y       20220101006250100000050000 0100000050002737   
0601SGC1Y       20220101006300100000050000 0100000050002739   
0601SGC1Y       20220101006350100000050000 0100000050002741   
0601SGC1Y       20220101006400100000050000 0100000050002743   
0601SGC1Y       20220101006450100000050000 0100000050002746   
0601SGC1Y       20220101006500100000050000 0100000050002747   
0601SGC1Y       20220101006550100000050000 0100000050002750   
0601SGC1Y       20220101006600100000050000 0100000050002752   
0601SGC1Y       20220101006650100000050000 0100000050002753   
0601SGC1Y       20220101006700100000050000 0100000050002755   
0601SGC1Y       20220101006750100000050000 0100000050002757   
0601SGC1Y       20220101006800100000050000 0100000050002759   
0601SGC1Y       20220101006850100000050000 0100000050002761   
0601SGC1Y       20220101006900100000050000 0100000050002762   
0601SGC1Y       20220101006950100000050000 0100000050002764   
0601SGC1Y       20220101007000100000050000 0100000050002766   
0601SGC1Y       20220101007050100000050000 0100000050002768   
0601SGC1Y       20220101007100100000050000 0100000050002770   
0601SGC1Y       20220101007150100000050000 0100000050002771   
0601SGC1Y       20220101007200100000050000 0100000050002773   
0601SGC1Y       20220101007250100000050000 0100000050002774   
0601SGC1Y       20220101007300100000050000 0100000050002776   
0601SGC1Y       20220101007350100000050000 0100000050002778   
0601SGC1Y       20220101007400100000050000 0100000050002779   
0601SGC1Y       20220101007450100000050000 0100000050002781   
0601SGC1Y       20220101007500100000050000 0100000050002782   
0601SGC1Y       20220101007550100000050000 0100000050002784   
0601SGC1Y       20220101007600100000050000 0100000050002785   
0601SGC1Y       20220101007650100000050000 0100000050002787   
0601SGC1Y       20220101007700100000050000 0100000050002788   
0601SGC1Y       20220101007750100000050000 0100000050002790   
0601SGC1Y       20220101007800100000050000 0100000050002791   
0601SGC1Y       20220101007850100000050000 0100000050002793   
0601SGC1Y       20220101007900100000050000 0100000050002794   
0601SGC1Y       20220101007950100000050000 0100000050002795   
0601SGC1Y       20220101008000100000050000 0100000050002797   
0601SGC1Y       20220101008050100000050000 0100000050002798   
0601SGC1Y       20220101008100100000050000 0100000050002799   
0601SGC1Y       20220101008150100000050000 0100000050002800   
0601SGC1Y       20220101008200100000050000 0100000050002802   
0601SGC1Y       20220101008250100000050000 0100000050002803   
0601SGC1Y       20220101008300100000050000 0100000050002803   
0601SGC1Y       20220101008350100000050000 0100000050002804   
0601SGC1Y       20220101008400100000050000 0100000050002805   
0601SGC1Y       20220101008450100000050000 0100000050002805   
0601SGC1Y       20220101008500100000050000 0100000050002806   
0601SGC1Y       20220101008550100000050000 0100000050002806   
0601SGC1Y       20220101008600100000050000 0100000050002806   
0601SGC1Y       20220101008650100000050000 0100000050002807   
0601SGC1Y       20220101008700100000050000 0100000050002807   
0601SGC1Y       20220101008750100000050000 0100000050002808   
0601SGC1Y       20220101008800100000050000 0100000050002808   
0601SGC1Y       20220101008850100000050000 0100000050002809   
0601SGC1Y       20220101008900100000050000 0100000050002809   
0601SGC1Y       20220101008950100000050000 0100000050002809   
0601SGC1Y       20220101009000100000050000 0100000050002810   
0601SGC1Y       20220101009050100000050000 0100000050002810   
0601SGC1Y       20220101009100100000050000 0100000050002811   
0601SGC1Y       20220101009150100000050000 0100000050002811   
0601SGC1Y       20220101009200100000050000 0100000050002811   
0601SGC1Y       20220101009250100000050000 0100000050002812   
0601SGC1Y       20220101009300100000050000 0100000050002812   
0601SGC1Y       20220101009350100000050000 0100000050002813   
0601SGC1Y       20220101009400100000050000 0100000050002813   
0601SGC1Y       20220101009450100000050000 0100000050002813   
0601SGC1Y       20220101009500100000050000 0100000050002814   
0601SGC1Y       20220101009550100000050000 0100000050002814   
0601SGC1Y       20220101009600100000050000 0100000050002815   
0601SGC1Y       20220101009650100000050000 0100000050002815   
0601SGC1Y       20220101009700100000050000 0100000050002815   
0601SGC1Y       20220101009750100000050000 0100000050002816   
0601SGC1Y       20220101009800100000050000 0100000050002816   
0601SGC1Y       20220101009850100000050000 0100000050002816   
0601SGC1Y       20220101009900100000050000 0100000050002817   
0601SGC1Y       20220101009950100000050000 0100000050002817   
0601SGC1Y       20220101010000100000050000 0100000050002817   
0601SGC1Y       20220101010050100000050000 0100000050002818   
0601SGC1Y       20220101010100100000050000 0100000050002818   
0601SGC1Y       20220101010150100000050000 0100000050002819   
0601SGC1Y       20220101010200100000050000 0100000050002819   
0601SGC1Y       20220101010250100000050000 0100000050002819   
0601SGC1Y       20220101010300100000050000 0100000050002820   
0601SGC1Y       20220101010350100000050000 0100000050002820   
0601SGC1Y       20220101010400100000050000 0100000050002820   
0601SGC1Y       20220101010450100000050000 0100000050002821   
0601SGC1Y       20220101010500100000050000 0100000050002821   
0601SGC1Y       20220101010550100000050000 0100000050002821   
0601SGC1Y       20220101010600100000050000 0100000050002821   
0601SGC1Y       20220101010650100000050000 0100000050002822   
0601SGC1Y       20220101010700100000050000 0100000050002822   
0601SGC1Y       20220101010750100000050000 0100000050002822   
0601SGC1Y       20220101010800100000050000 0100000050002823   
0601SGC1Y       20220101010850100000050000 0100000050002823   
0601SGC1Y       20220101010900100000050000 0100000050002823   
0601SGC1Y       20220101010950100000050000 0100000050002824   
0601SGC1Y       20220101011000100000050000 0100000050002824   
0601SGC1Y       20220101011050100000050000 0100000050002824   
0601SGC1Y       20220101011100100000050000 0100000050002824   
0601SGC1Y       20220101011150100000050000 0100000050002825   
0601SGC1Y       20220101011200100000050000 0100000050002825   
0601SGC1Y       20220101011250100000050000 0100000050002825   
0601SGC1Y       20220101011300100000050000 0100000050002826   
0601SGC1Y       20220101011350100000050000 0100000050002826   
0601SGC1Y       20220101011400100000050000 0100000050002826   
0601SGC1Y       20220101011450100000050000 0100000050002826   
0601SGC1Y       20220101011500100000050000 0100000050002827   
0601SGC1Y       20220101011550100000050000 0100000050002827   
0601SGC1Y       20220101011600100000050000 0100000050002827   
0601SGC1Y       20220101011650100000050000 0100000050002827   
0601SGC1Y       20220101011700100000050000 0100000050002828   
0601SGC1Y       20220101011750100000050000 0100000050002828   
0601SGC1Y       20220101011800100000050000 0100000050002828   
0601SGC1Y       20220101011850100000050000 0100000050002828   
0601SGC1Y       20220101011900100000050000 0100000050002829   
0601SGC1Y       20220101011950100000050000 0100000050002829   
0601SGC1Y       20220101012000100000050000 0100000050002829   
0601SGC1Y       20220101012050100000050000 0100000050002829   
0601SGC1Y       20220101012100100000050000 0100000050002830   
0601SGC1Y       20220101012150100000050000 0100000050002830   
0601SGC1Y       20220101012200100000050000 0100000050002830   
0601SGC1Y       20220101012250100000050000 0100000050002830   
0601SGC1Y       20220101012300100000050000 0100000050002831   
0601SGC1Y       20220101012350100000050000 0100000050002831   
0601SGC1Y       20220101012400100000050000 0100000050002831   
0601SGC1Y       20220101012450100000050000 0100000050002831   
0601SGC1Y       20220101012500100087500000 0100000050002831   
0601SGC2Y       20220101000000100000005000 0200000050002000   
0601SGC2Y       20220101000005100000005000 0200000050000667   
0601SGC2Y       20220101000010100000005000 0200000050000400   
0601SGC2Y       20220101000015100000005000 0200000050000286   
0601SGC2Y       20220101000020100000005000 0200000050000222   
0601SGC2Y       20220101000025100000005000 0200000050000182   
0601SGC2Y       20220101000030100000005000 0200000050000154   
0601SGC2Y       20220101000035100000005000 0200000050000133   
0601SGC2Y       20220101000040100000005000 0200000050000118   
0601SGC2Y       20220101000045100000005000 0200000050000105   
0601SGC2Y       20220101000050100000005000 0200000050000095   
0601SGC2Y       20220101000055100000005000 0200000050000087   
0601SGC2Y       20220101000060100000005000 0200000050000080   
0601SGC2Y       20220101000065100000005000 0200000050000074   
0601SGC2Y       20220101000070100000005000 0200000050000069   
0601SGC2Y       20220101000075100000005000 0200000050000065   
0601SGC2Y       20220101000080100000005000 0200000050000061   
0601SGC2Y       20220101000085100000005000 0200000050000057   
0601SGC2Y       20220101000090100000005000 0200000050000054   
0601SGC2Y       20220101000095100000005000 0200000050000051   
0601SGC2Y       20220101000100100000005000 0200000050000049   
0601SGC2Y       20220101000105100000005000 0200000050000047   
0601SGC2Y       20220101000110100000005000 0200000050000044   
0601SGC2Y       20220101000115100000005000 0200000050000043   
0601SGC2Y       20220101000120100000005000 0200000050000041   
0601SGC2Y       20220101000125100000005000 0200000050000039   
0601SGC2Y       20220101000130100000005000 0200000050000038   
0601SGC2Y       20220101000135100000005000 0200000050000036   
0601SGC2Y       20220101000140100000005000 0200000050000035   
0601SGC2Y       20220101000145100000005000 0200000050000034   
0601SGC2Y       20220101000150100000005000 0200000050000033   
0601SGC2Y       20220101000155100000005000 0200000050000032   
0601SGC2Y       20220101000160100000005000 0200000050000031   
0601SGC2Y       20220101000165100000005000 0200000050000030   
0601SGC2Y       20220101000170100000005000 0200000050000029   
0601SGC2Y       20220101000175100000005000 0200000050000028   
0601SGC2Y       20220101000180100000005000 0200000050000027   
0601SGC2Y       20220101000185100000005000 0200000050000027   
0601SGC2Y       20220101000190100000005000 0200000050000026   
0601SGC2Y       20220101000195100000005000 0200000050000025   
0601SGC2Y       20220101000200100000005000 0200000050000025   
0601SGC2Y       20220101000205100000005000 0200000050000024   
0601SGC2Y       20220101000210100000005000 0200000050000024   
0601SGC2Y       20220101000215100000005000 0200000050000023   
0601SGC2Y       20220101000220100000005000 0200000050000022   
0601SGC2Y       20220101000225100000005000 0200000050000022   
0601SGC2Y       20220101000230100000005000 0200000050000022   
0601SGC2Y       20220101000235100000005000 0200000050000021   
0601SGC2Y       20220101000240100000005000 0200000050000021   
0601SGC2Y       20220101000245100000005000 0200000050000020   
0601SGC2Y       20220101000250100000005000 0200000050000020   
0601SGC2Y       20220101000255100000005000 0200000050000019   
0601SGC2Y       20220101000260100000005000 0200000050000019   
0601SGC2Y       20220101000265100000005000 0200000050000019   
0601SGC2Y       20220101000270100000005000 0200000050000018   
0601SGC2Y       20220101000275100000005000 0200000050000018   
0601SGC2Y       20220101000280100000005000 0200000050000018   
0601SGC2Y       20220101000285100000005000 0200000050000029   
0601SGC2Y       20220101000290100000005000 0200000050000042   
0601SGC2Y       20220101000295100000005000 0200000050000056   
0601SGC2Y       20220101000300100000005000 0200000050000068   
0601SGC2Y       20220101000305100000005000 0200000050000081   
0601SGC2Y       20220101000310100000005000 0200000050000093   
0601SGC2Y       20220101000315100000005000 0200000050000104   
0601SGC2Y       20220101000320100000005000 0200000050000118   
0601SGC2Y       20220101000325100000005000 0200000050000135   
0601SGC2Y       20220101000330100000005000 0200000050000153   
0601SGC2Y       20220101000335100000005000 0200000050000170   
0601SGC2Y       20220101000340100000005000 0200000050000183   
0601SGC2Y       20220101000345100000005000 0200000050000199   
0601SGC2Y       20220101000350100000005000 0200000050000215   
0601SGC2Y       20220101000355100000005000 0200000050000230   
0601SGC2Y       20220101000360100000005000 0200000050000246   
0601SGC2Y       20220101000365100000005000 0200000050000260   
0601SGC2Y       20220101000370100000005000 0200000050000274   
0601SGC2Y       20220101000375100000005000 0200000050000288   
0601SGC2Y       20220101000380100000005000 0200000050000301   
0601SGC2Y       20220101000385100000005000 0200000050000314   
0601SGC2Y       20220101000390100000005000 0200000050000327   
0601SGC2Y       20220101000395100000005000 0200000050000340   
0601SGC2Y       20220101000400100000005000 0200000050000352   
0601SGC2Y       20220101000405100000005000 0200000050000360   
0601SGC2Y       20220101000410100000005000 0200000050000372   
0601SGC2Y       20220101000415100000005000 0200000050000383   
0601SGC2Y       20220101000420100000005000 0200000050000394   
0601SGC2Y       20220101000425100000005000 0200000050000405   
0601SGC2Y       20220101000430100000005000 0200000050000415   
0601SGC2Y       20220101000435100000005000 0200000050000426   
0601SGC2Y       20220101000440100000005000 0200000050000436   
0601SGC2Y       20220101000445100000005000 0200000050000446   
0601SGC2Y       20220101000450100000005000 0200000050000455   
0601SGC2Y       20220101000455100000005000 0200000050000465   
0601SGC2Y       20220101000460100000005000 0200000050000474   
0601SGC2Y       20220101000465100000005000 0200000050000483   
0601SGC2Y       20220101000470100000005000 0200000050000492   
0601SGC2Y       20220101000475100000005000 0200000050000498   
0601SGC2Y       20220101000480100000005000 0200000050000506   
0601SGC2Y       20220101000485100000005000 0200000050000514   
0601SGC2Y       20220101000490100000005000 0200000050000522   
0601SGC2Y       20220101000495100000005000 0200000050000534   
0601SGC2Y       20220101000500100000005000 0200000050000546   
0601SGC2Y       20220101000505100000005000 0200000050000558   
0601SGC2Y       20220101000510100000005000 0200000050000570   
0601SGC2Y       20220101000515100000005000 0200000050000581   
0601SGC2Y       20220101000520100000005000 0200000050000594   
0601SGC2Y       20220101000525100000005000 0200000050000608   
0601SGC2Y       20220101000530100000005000 0200000050000621   
0601SGC2Y       20220101000535100000005000 0200000050000634   
0601SGC2Y       20220101000540100000005000 0200000050000647   
0601SGC2Y       20220101000545100000005000 0200000050000659   
0601SGC2Y       20220101000550100000005000 0200000050000671   
0601SGC2Y       20220101000555100000005000 0200000050000687   
0601SGC2Y       20220101000560100000005000 0200000050000698   
0601SGC2Y       20220101000565100000005000 0200000050000710   
0601SGC2Y       20220101000570100000005000 0200000050000717   
0601SGC2Y       20220101000575100000005000 0200000050000722   
0601SGC2Y       20220101000580100000005000 0200000050000729   
0601SGC2Y       20220101000585100000005000 0200000050000737   
0601SGC2Y       20220101000590100000005000 0200000050000741   
0601SGC2Y       20220101000595100000005000 0200000050000748   
0601SGC2Y       20220101000600100000005000 0200000050000753   
0601SGC2Y       20220101000605100000005000 0200000050000760   
0601SGC2Y       20220101000610100000005000 0200000050000768   
0601SGC2Y       20220101000615100000005000 0200000050000772   
0601SGC2Y       20220101000620100000005000 0200000050000779   
0601SGC2Y       20220101000625100000005000 0200000050000787   
0601SGC2Y       20220101000630100000005000 0200000050000791   
0601SGC2Y       20220101000635100000005000 0200000050000798   
0601SGC2Y       20220101000640100000005000 0200000050000802   
0601SGC2Y       20220101000645100000005000 0200000050000809   
0601SGC2Y       20220101000650100000005000 0200000050000816   
0601SGC2Y       20220101000655100000005000 0200000050000820   
