00SG               20211210                                                                                   
0601SGA0N       20220101004250100000050000 0000000050002548   
0601SGA0N       20220101004300100000050000 0000000050002552   
0601SGA0N       20220101004350100000050000 0000000050002556   
0601SGA0N       20220101004400100000050000 0000000050002559   
0601SGA0N       20220101004450100000050000 0000000050002562   
0601SGA0N       20220101004500100000050000 0000000050002566   
0601SGA0N       20220101004550100000050000 0000000050002569   
0601SGA0N       20220101004600100000050000 0000000050002572   
0601SGA0N       20220101004650100000050000 0000000050002575   
0601SGA0N       20220101004700100000050000 0000000050002578   
0601SGA0N       20220101004750100000050000 0000000050002581   
0601SGA0N       20220101004800100000050000 0000000050002584   
0601SGA0N       20220101004850100000050000 0000000050002587   
0601SGA0N       20220101004900100000050000 0000000050002590   
0601SGA0N       20220101004950100000050000 0000000050002592   
0601SGA0N       20220101005000100000050000 0000000050002595   
0601SGA0N       20220101005050100000050000 0000000050002598   
0601SGA0N       20220101005100100000050000 0000000050002600   
0601SGA0N       20220101005150100000050000 0000000050002603   
0601SGA0N       20220101005200100000050000 0000000050002605   
0601SGA0N       20220101005250100000050000 0000000050002607   
0601SGA0N       20220101005300100000050000 0000000050002610   
0601SGA0N       20220101005350100000050000 0000000050002612   
0601SGA0N       20220101005400100000050000 0000000050002614   
0601SGA0N       20220101005450100000050000 0000000050002616   
0601SGA0N       20220101005500100000050000 0000000050002619   
0601SGA0N       20220101005550100000050000 0000000050002621   
0601SGA0N       20220101005600100000050000 0000000050002623   
0601SGA0N       20220101005650100000050000 0000000050002625   
0601SGA0N       20220101005700100000050000 0000000050002627   
0601SGA0N       20220101005750100000050000 0000000050002629   
0601SGA0N       20220101005800100000050000 0000000050002631   
0601SGA0N       20220101005850100000050000 0000000050002633   
0601SGA0N       20220101005900100000050000 0000000050002635   
0601SGA0N       20220101005950100000050000 0000000050002637   
0601SGA0N       20220101006000100000050000 0000000050002639   
0601SGA0N       20220101006050100000050000 0000000050002641   
0601SGA0N       20220101006100100000050000 0000000050002642   
0601SGA0N       20220101006150100000050000 0000000050002644   
0601SGA0N       20220101006200100000050000 0000000050002646   
0601SGA0N       20220101006250100000050000 0000000050002648   
0601SGA0N       20220101006300100000050000 0000000050002649   
0601SGA0N       20220101006350100000050000 0000000050002651   
0601SGA0N       20220101006400100000050000 0000000050002653   
0601SGA0N       20220101006450100000050000 0000000050002654   
0601SGA0N       20220101006500100000050000 0000000050002656   
0601SGA0N       20220101006550100000050000 0000000050002657   
0601SGA0N       20220101006600100000050000 0000000050002659   
0601SGA0N       20220101006650100000050000 0000000050002660   
0601SGA0N       20220101006700100000050000 0000000050002662   
0601SGA0N       20220101006750100000050000 0000000050002663   
0601SGA0N       20220101006800100000050000 0000000050002665   
0601SGA0N       20220101006850100000050000 0000000050002666   
0601SGA0N       20220101006900100000050000 0000000050002668   
0601SGA0N       20220101006950100000050000 0000000050002669   
0601SGA0N       20220101007000100000050000 0000000050002670   
0601SGA0N       20220101007050100000050000 0000000050002671   
0601SGA0N       20220101007100100000050000 0000000050002673   
0601SGA0N       20220101007150100000050000 0000000050002674   
0601SGA0N       20220101007200100000050000 0000000050002675   
0601SGA0N       20220101007250100000050000 0000000050002675   
0601SGA0N       20220101007300100000050000 0000000050002676   
0601SGA0N       20220101007350100000050000 0000000050002676   
0601SGA0N       20220101007400100000050000 0000000050002676   
0601SGA0N       20220101007450100000050000 0000000050002676   
0601SGA0N       20220101007500100000050000 0000000050002676   
0601SGA0N       20220101007550100000050000 0000000050002677   
0601SGA0N       20220101007600100000050000 0000000050002677   
0601SGA0N       20220101007650100000050000 0000000050002677   
0601SGA0N       20220101007700100000050000 0000000050002677   
0601SGA0N       20220101007750100000050000 0000000050002677   
0601SGA0N       20220101007800100000050000 0000000050002678   
0601SGA0N       20220101007850100000050000 0000000050002678   
0601SGA0N       20220101007900100000050000 0000000050002678   
0601SGA0N       20220101007950100000050000 0000000050002678   
0601SGA0N       20220101008000100000050000 0000000050002679   
0601SGA0N       20220101008050100000050000 0000000050002679   
0601SGA0N       20220101008100100000050000 0000000050002679   
0601SGA0N       20220101008150100000050000 0000000050002679   
0601SGA0N       20220101008200100000050000 0000000050002679   
0601SGA0N       20220101008250100000050000 0000000050002680   
0601SGA0N       20220101008300100000050000 0000000050002680   
0601SGA0N       20220101008350100000050000 0000000050002680   
0601SGA0N       20220101008400100000050000 0000000050002680   
0601SGA0N       20220101008450100000050000 0000000050002680   
0601SGA0N       20220101008500100000050000 0000000050002680   
0601SGA0N       20220101008550100000050000 0000000050002680   
0601SGA0N       20220101008600100000050000 0000000050002681   
0601SGA0N       20220101008650100000050000 0000000050002681   
0601SGA0N       20220101008700100000050000 0000000050002681   
0601SGA0N       20220101008750100000050000 0000000050002681   
0601SGA0N       20220101008800100000050000 0000000050002681   
0601SGA0N       20220101008850100000050000 0000000050002681   
0601SGA0N       20220101008900100000050000 0000000050002682   
0601SGA0N       20220101008950100000050000 0000000050002682   
0601SGA0N       20220101009000100000050000 0000000050002682   
0601SGA0N       20220101009050100000050000 0000000050002682   
0601SGA0N       20220101009100100000050000 0000000050002682   
0601SGA0N       20220101009150100000050000 0000000050002682   
0601SGA0N       20220101009200100000050000 0000000050002683   
0601SGA0N       20220101009250100000050000 0000000050002683   
0601SGA0N       20220101009300100000050000 0000000050002683   
0601SGA0N       20220101009350100000050000 0000000050002683   
0601SGA0N       20220101009400100000050000 0000000050002683   
0601SGA0N       20220101009450100000050000 0000000050002683   
0601SGA0N       20220101009500100000050000 0000000050002683   
0601SGA0N       20220101009550100000050000 0000000050002683   
0601SGA0N       20220101009600100000050000 0000000050002684   
0601SGA0N       20220101009650100000050000 0000000050002684   
0601SGA0N       20220101009700100000050000 0000000050002684   
0601SGA0N       20220101009750100000050000 0000000050002684   
0601SGA0N       20220101009800100000050000 0000000050002684   
0601SGA0N       20220101009850100000050000 0000000050002684   
0601SGA0N       20220101009900100000050000 0000000050002684   
0601SGA0N       20220101009950100000050000 0000000050002684   
0601SGA0N       20220101010000100000050000 0000000050002684   
0601SGA0N       20220101010050100000050000 0000000050002685   
0601SGA0N       20220101010100100000050000 0000000050002685   
0601SGA0N       20220101010150100000050000 0000000050002685   
0601SGA0N       20220101010200100000050000 0000000050002685   
0601SGA0N       20220101010250100000050000 0000000050002685   
0601SGA0N       20220101010300100000050000 0000000050002685   
0601SGA0N       20220101010350100000050000 0000000050002685   
0601SGA0N       20220101010400100000050000 0000000050002685   
0601SGA0N       20220101010450100000050000 0000000050002686   
0601SGA0N       20220101010500100000050000 0000000050002686   
0601SGA0N       20220101010550100000050000 0000000050002686   
0601SGA0N       20220101010600100000050000 0000000050002686   
0601SGA0N       20220101010650100000050000 0000000050002686   
0601SGA0N       20220101010700100000050000 0000000050002686   
0601SGA0N       20220101010750100000050000 0000000050002686   
0601SGA0N       20220101010800100000050000 0000000050002686   
0601SGA0N       20220101010850100000050000 0000000050002686   
0601SGA0N       20220101010900100000050000 0000000050002687   
0601SGA0N       20220101010950100000050000 0000000050002687   
0601SGA0N       20220101011000100000050000 0000000050002687   
0601SGA0N       20220101011050100000050000 0000000050002687   
0601SGA0N       20220101011100100000050000 0000000050002687   
0601SGA0N       20220101011150100000050000 0000000050002687   
0601SGA0N       20220101011200100000050000 0000000050002687   
0601SGA0N       20220101011250100000050000 0000000050002687   
0601SGA0N       20220101011300100000050000 0000000050002687   
0601SGA0N       20220101011350100000050000 0000000050002687   
0601SGA0N       20220101011400100000050000 0000000050002688   
0601SGA0N       20220101011450100000050000 0000000050002688   
0601SGA0N       20220101011500100000050000 0000000050002688   
0601SGA0N       20220101011550100000050000 0000000050002688   
0601SGA0N       20220101011600100000050000 0000000050002688   
0601SGA0N       20220101011650100000050000 0000000050002688   
0601SGA0N       20220101011700100000050000 0000000050002688   
0601SGA0N       20220101011750100000050000 0000000050002688   
0601SGA0N       20220101011800100000050000 0000000050002688   
0601SGA0N       20220101011850100000050000 0000000050002688   
0601SGA0N       20220101011900100000050000 0000000050002689   
0601SGA0N       20220101011950100000050000 0000000050002689   
0601SGA0N       20220101012000100000050000 0000000050002689   
0601SGA0N       20220101012050100000050000 0000000050002689   
0601SGA0N       20220101012100100000050000 0000000050002689   
0601SGA0N       20220101012150100000050000 0000000050002689   
0601SGA0N       20220101012200100000050000 0000000050002689   
0601SGA0N       20220101012250100000050000 0000000050002689   
0601SGA0N       20220101012300100000050000 0000000050002689   
0601SGA0N       20220101012350100000050000 0000000050002689   
0601SGA0N       20220101012400100000050000 0000000050002689   
0601SGA0N       20220101012450100000050000 0000000050002689   
0601SGA0N       20220101012500100087500000 0000000050002689   
0601SGA1N       20220101000000100000005000 0100000050002000   
